Fold,XGBoost ROC,XGBoost PR,Random Forest ROC,Random Forest PR,Logistic Regression ROC,Logistic Regression PR,Gradient Boosting ROC,Gradient Boosting PR,Bagging ROC,Bagging PR
1,0.7142857142857143,0.48363146114861494,0.7089093701996927,0.5507662234824581,0.572452636968766,0.3773927421723972,0.7429595494111624,0.6080303634790734,0.717357910906298,0.5850519407638923
2,0.7598566308243728,0.5623325517948232,0.7665130568356374,0.5236677505145879,0.5514592933947773,0.3565684677426427,0.771121351766513,0.583034003684194,0.7229902713773682,0.5723408171508664
3,0.6799795186891961,0.4816414504556803,0.6902201740911419,0.4558165019469853,0.5417306707629288,0.34754391886283964,0.7516641065028162,0.5660185317104649,0.6459293394777266,0.48370653815729203
4,0.7332309267793139,0.5652622743663873,0.7211981566820276,0.5755957445459101,0.5360983102918587,0.41173347047777986,0.7470558115719406,0.6053850004531549,0.7662570404505888,0.5892968263315519
5,0.6953405017921147,0.5078709179814951,0.6740911418330774,0.5179831006361049,0.5227854582693292,0.31273955025009703,0.6722990271377368,0.5188948226833701,0.6426011264720942,0.5025587098929277
6,0.7327188940092166,0.54602550741774,0.7368151561699949,0.5432773909204672,0.48950332821300563,0.3514093505802879,0.7401433691756274,0.5746529464498424,0.7153097798259089,0.5624186552992222
7,0.7232804232804233,0.5009226414481227,0.7433862433862434,0.5367565218501558,0.46190476190476193,0.32786764430048887,0.7687830687830687,0.6530053972393468,0.7243386243386243,0.48191772391993576
8,0.724867724867725,0.5524097300806274,0.7304232804232805,0.5359384699947444,0.5333333333333333,0.3566539597918274,0.7507936507936508,0.5253586146067774,0.7386243386243387,0.6338595615216195
9,0.782010582010582,0.6549579896852962,0.7878306878306878,0.6768801458859126,0.5703703703703704,0.37442938776711965,0.8010582010582011,0.6441242026932072,0.7404761904761905,0.6064577285635241
10,0.7258064516129032,0.5331015902384364,0.7731529656607701,0.5428203000855191,0.6982310093652445,0.5102085318098799,0.7757544224765869,0.5817475704943866,0.7388137356919875,0.4896688231258462
Average,0.7271377368151563,0.5388156114617224,0.7332540233112553,0.5459502149862845,0.5477869172874376,0.372654702375536,0.7521632558677304,0.5860251453493818,0.7152698357641125,0.5507277324726678
