Fold,XGBoost ROC,XGBoost PR,Random Forest ROC,Random Forest PR,Logistic Regression ROC,Logistic Regression PR,Gradient Boosting ROC,Gradient Boosting PR,Bagging ROC,Bagging PR
1,0.735933983495874,0.6544113471456185,0.6822955738934734,0.6599267991475636,0.5086271567891972,0.46417014029137005,0.7509377344336085,0.7214814213303813,0.690172543135784,0.660125597341217
2,0.6916729182295575,0.6610473926416423,0.6811702925731434,0.6340553556616378,0.4568642160540135,0.41158775676371817,0.7306826706676669,0.7025663350603482,0.7261815453863466,0.6485222223261542
3,0.6646661665416354,0.6904955557126009,0.6792948237059264,0.6801752479472991,0.49587396849212306,0.3925123880609361,0.6744186046511628,0.6044699310867949,0.5750187546886721,0.5660715147741796
4,0.7179294823705926,0.5940369558285026,0.6841710427606902,0.568107387491864,0.6166541635408852,0.5228524024442097,0.7051762940735183,0.6197947301011887,0.7119279819954988,0.660710477615626
5,0.7321830457614403,0.6527283720483075,0.7183045761440361,0.6742057330745401,0.6069017254313578,0.5456652030894835,0.72768192048012,0.651072602546384,0.7303075768942235,0.5304045864258966
6,0.6384096024006001,0.5842157801592636,0.6534133533383346,0.5551668079425751,0.5648912228057015,0.462422575079276,0.6609152288072018,0.5048468663605393,0.6815453863465867,0.6496863989857115
7,0.6976744186046512,0.6335080247337656,0.7378094523630908,0.6614688509778914,0.6504126031507876,0.5078580961485353,0.7284321080270068,0.6364360034092033,0.6560390097524382,0.6126856432977208
8,0.6798449612403101,0.5396031894708911,0.7306201550387598,0.5663938910598314,0.537984496124031,0.41826445532806766,0.7406976744186047,0.6405765491200345,0.6833333333333333,0.5800635223587874
9,0.7782945736434109,0.7159083816861561,0.7748062015503876,0.6637000094125118,0.5534883720930234,0.47963106034409553,0.7248062015503876,0.6077011738003554,0.7903100775193799,0.7828197335389115
10,0.6992248062015505,0.5600758361779052,0.6445736434108527,0.4892351156190256,0.5116279069767442,0.40451712328079814,0.6395348837209303,0.5000514885594102,0.5833333333333333,0.5680427785279846
Average,0.7035833958489622,0.6286030835604653,0.6986459114778695,0.615243519833474,0.5503325831457865,0.46094812008304903,0.7083283320830207,0.6188997101374639,0.6828169542385596,0.625913247519219
