type,value
WT siTTC7A,1.024308851
WT siTTC7A,1.092061213
WT siTTC7A,0.967526277
Ts13 siTTC7A,0.946423195
Ts13 siTTC7A,1.118783839
Ts13 siTTC7A,1.06328876
