Arm,Type,Normal tissue expression,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Fetus development,Childhood development,Young development,TCGA expression,CRISPR essentiality score,RNAI essentiality score,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,Essential gene density (CRISPR),Essential gene density (Nichols),Label
10p,STAD,0.1320219076710616,1.5895888620008012,1.2526894145121406,1.7673454423701491,0.11718774999999995,1.7739237090207187,-0.7951062655081694,,,,,,0.037965791036031114,,,0.026315789,0.013157895,-0.6673866866670308,,0.0859375,0
10p,TGCT,0.8722622509797789,3.5547870897687748,3.6630340836675446,5.841794509742648,0.14218199999999995,1.16198593931669,-7.015622513748473,1.7065035210625001,2.240651803161815,1.2759611955488939,2.04076052739934,2.041126615410362,0.11665724489237796,,,0.026315789,0.013157895,2.126624458157645,,0.0859375,-1
10p,THYM,0.02576827015441928,1.54885420441848,1.062257562921294,2.155629636657184,0.07880774999999995,0.2402588386705619,-1.0070854735477313,0.4976441596333334,,,,,0.47492000447975025,2.54523259607101,,0.026315789,0.013157895,-0.5343385369134749,-0.29980322407630783,0.0859375,0
10p,UCEC,0.24934890156088094,1.0120812434867439,0.050589928384259096,0.6156877162192638,0.147387,2.030056001956616,-0.9989378581894264,0.22403507604999995,,,,,0.0,1.3222802378979408,1.7019037667239094,0.026315789,0.013157895,-0.8004348364205868,-0.29980322407630783,0.0859375,1
10p,UCS,0.24934890156088094,1.0120812434867439,0.050589928384259096,0.6156877162192638,0.147387,2.030056001956616,-0.9989378581894264,0.22403507604999995,,,,,0.5368840328330192,1.3222802378979408,1.7019037667239094,0.026315789,0.013157895,-0.8004348364205868,-0.29980322407630783,0.0859375,-1
18p,ACC,0.5730216206125595,1.9839075517295912,1.4637056601361318,1.5003409643780024,,1.5364601776672988,-7.14274758744731,,,,,,1.0,,,0.0,0.0,0.13877056081543018,,0.10714285714285714,0
18p,BLCA,0.5201497263049025,1.3813120609339262,0.6123184920891057,0.0916777759866075,,,-1.0962196751724629,,,,,,0.7376399947998649,1.8321972511600155,2.2230861451639825,0.0,0.0,-0.721606916240237,-0.6072721512541481,0.10714285714285714,0
18p,BRCA,1.0,1.8538425367535956,0.7635087180390143,2.188331838282729,0.15092,1.7276840221049576,-1.095992179517531,0.2233349222678571,,,,,1.0,1.66480666705785,1.691329742185074,0.0,0.0,-0.4348144238883479,-0.6072721512541481,0.10714285714285714,-1
18p,CESC,0.5040847703829775,1.759346377411511,1.4682397714502804,2.1200466875880934,,,-1.2230965490030923,,,,,,0.16192738326839742,,,0.0,0.0,-0.4348144238883479,,0.10714285714285714,0
18p,COAD,0.0,1.4964645094853757,0.9542066145426775,1.306793026255159,0.12240074999999995,1.2840119268258792,-2.6154283589273435,0.3348009858904109,,,,,0.0,1.9216404366646676,1.5486046812981134,0.0,0.0,-0.721606916240237,1.138635283601531,0.10714285714285714,-1
