type,value
out group,9.11
out group,7.91
out group,3.09
out group,5.73
out group,2.47
out group,6.08
out group,3.26
out group,5.05
out group,7.62
out group,7.59
out group,6.34
out group,6.41
out group,6.54
out group,9.3
out group,7.25
out group,9.33
out group,4.43
out group,6.12
out group,4.51
out group,6.87
out group,7.49
out group,5.68
out group,9.82
out group,9.5
out group,6.47
out group,7.38
out group,8.44
out group,8.63
out group,7.27
out group,10.04
out group,8.81
out group,6.99
out group,3.24
out group,4.88
out group,6.24
out group,9.89
out group,2.27
out group,4.28
out group,9.97
out group,11.67
out group,9.49
out group,3.8
out group,4.47
out group,3.16
out group,4.98
out group,12
out group,6.36
out group,5.42
out group,8.6
out group,3.7
out group,9.98
out group,5.1
out group,3.48
out group,3.92
out group,4.29
out group,5.74
out group,7.68
out group,9.77
out group,7.28
out group,8.75
out group,5.07
out group,6.09
out group,6.49
out group,8.29
out group,6.2
out group,4.17
out group,11.78
out group,7.15
out group,10.56
out group,4.35
out group,5.74
out group,9.9
out group,7.34
out group,4.09
out group,5.26
out group,5.85
out group,9.11
out group,3.26
out group,5.72
out group,7.98
out group,7.8
out group,3.28
out group,4.09
out group,5.13
out group,6.55
out group,5.71
out group,11.12
out group,3.57
out group,7.72
out group,7.4
out group,9.19
out group,8.2
out group,8.78
out group,9.09
out group,7.07
out group,4.04
out group,6.21
out group,9.29
out group,8.71
out group,7.35
out group,3.43
out group,9.38
out group,8.78
out group,8.57
out group,7.36
out group,4.25
out group,8.72
out group,7.79
out group,8.87
out group,6.24
out group,8.19
out group,7.78
out group,6.48
out group,3.69
out group,7.52
out group,7.04
out group,7.83
out group,6.4
out group,7.14
out group,8.16
out group,7.71
out group,10.87
out group,9.73
out group,6.68
out group,6.19
out group,8.17
out group,8.4
out group,6.59
out group,3.94
out group,6.78
out group,7.49
out group,8.13
out group,8.68
out group,9.07
out group,8.92
out group,9.82
out group,7.18
out group,11.74
out group,8.69
out group,9.48
out group,9.67
out group,8.31
out group,8.7
out group,7.98
out group,9.54
out group,10.33
out group,8.4
out group,9.52
out group,9.32
out group,10.63
out group,6.43
out group,7.64
out group,10.01
out group,9.59
out group,9.71
out group,10.34
out group,9.19
out group,8.72
out group,9.83
out group,7.84
out group,6.93
out group,9.06
out group,7.12
out group,10.01
out group,8.51
out group,8.13
out group,7.45
out group,7.5
out group,6.74
out group,8.63
out group,7.78
out group,7.96
out group,8.81
out group,8.75
out group,10.5
out group,8.83
out group,7.95
out group,4.89
out group,9.49
out group,9.36
out group,8.81
out group,4.88
out group,8.97
out group,10.46
out group,8.65
out group,8.6
out group,6.34
out group,9.79
out group,9.03
out group,8.92
out group,8.24
out group,8.92
out group,9.59
out group,8.07
out group,10.17
out group,8.01
out group,5.58
out group,7.48
out group,10.31
out group,8.82
out group,10.3
out group,7.77
out group,9.17
out group,9.53
out group,8.24
out group,8.15
out group,8.57
out group,9.48
out group,4.77
out group,7.82
out group,10.61
out group,8.48
out group,8.32
out group,7.44
out group,7.29
out group,11.33
out group,10.34
out group,9.03
out group,10.88
out group,6.51
out group,8.29
out group,7.48
out group,5.9
out group,7.2
out group,8.71
out group,10.22
out group,9.18
out group,9.85
out group,8.67
out group,9.16
out group,8.52
out group,10.81
out group,7.25
out group,8.64
out group,7.73
out group,9.04
out group,9.18
out group,9.66
out group,9.08
out group,8.78
out group,3.26
out group,12.08
out group,7.92
out group,10.92
out group,9.31
out group,8.85
out group,8.25
out group,11.66
out group,9.65
out group,3.76
out group,6.55
out group,7.84
out group,6.42
out group,5.15
out group,11.95
out group,9.91
out group,9.56
out group,8.92
out group,8.89
out group,6.97
out group,8.49
out group,7.55
out group,9.42
out group,8.58
out group,6.39
out group,7.78
out group,9.7
out group,10.4
out group,11.96
out group,8.02
out group,6.11
out group,10.12
out group,7.23
out group,6.36
out group,9.2
out group,8.27
out group,11.21
out group,9.37
out group,6.95
out group,8.66
out group,8.04
out group,9.12
out group,8.69
out group,5.22
out group,9.46
out group,8.38
out group,3.3
out group,7.01
out group,8.9
out group,8.98
out group,8.22
out group,8.87
out group,10.26
out group,9.59
out group,7.6
out group,7.25
out group,12.22
out group,9.78
out group,9.89
out group,11.68
out group,9.55
out group,5.46
out group,9.46
out group,7.91
out group,5.92
out group,7.13
out group,9.02
out group,8.47
out group,5.42
out group,7.19
out group,8.35
out group,7.54
out group,6.73
out group,4.96
out group,7.97
out group,5.38
out group,7.7
out group,10.58
out group,9.37
out group,4.92
out group,8.09
out group,8.52
out group,8.46
out group,6.89
out group,10.01
out group,8.65
out group,9.56
out group,4.09
out group,9.11
out group,7.62
out group,5.48
out group,10.82
out group,8.22
out group,3.91
out group,9.51
out group,6.96
out group,8.03
out group,6.02
out group,8.01
out group,4.05
out group,5.75
out group,8.01
out group,7.15
out group,8.83
out group,7.21
out group,8.2
out group,8.36
out group,8.01
out group,10.33
out group,7.1
out group,8.68
out group,9.44
out group,6.46
out group,5.23
out group,8.7
out group,5.86
out group,8.53
out group,9.04
out group,9.48
out group,4.35
out group,7.97
out group,5.01
out group,9.66
out group,5.85
out group,8.14
out group,7.84
out group,5.91
out group,9.35
out group,8.02
out group,6.58
out group,5.94
out group,6.24
out group,6.55
out group,5.84
out group,6.41
out group,8.44
out group,8.93
out group,5.69
out group,7.38
out group,8.98
out group,7.45
out group,8.29
out group,8.75
out group,8.3
out group,8.3
out group,8.35
out group,4.67
out group,8.53
out group,6.85
out group,9.26
out group,8.04
out group,10.3
out group,8.9
out group,9.28
out group,4.86
out group,10.2
out group,10.08
out group,6.97
out group,8.77
out group,9.5
out group,8.23
out group,10.09
out group,9.41
out group,9.09
out group,9.8
out group,6.37
out group,7.89
out group,7.26
out group,7.35
out group,7.59
out group,7.35
out group,9.69
out group,7.86
out group,8.45
out group,7.07
out group,5.34
out group,8.62
out group,7.07
out group,9.56
out group,8.92
out group,5.72
out group,7.46
out group,9.1
out group,10.18
out group,8.9
out group,7.34
out group,7.79
out group,5.83
out group,7.28
out group,8.77
out group,8.88
out group,9.9
out group,8.13
out group,6.4
out group,8.63
out group,9.31
out group,10.59
out group,9.2
out group,9.15
out group,4.14
out group,7.31
out group,9.2
out group,5.16
out group,7.55
out group,9.02
out group,9.52
out group,11.35
out group,7.98
out group,7.97
out group,11.1
out group,7.75
out group,8.82
out group,8.46
out group,8.73
out group,8.24
out group,6.72
out group,11.09
out group,6.68
out group,10.98
out group,6.3
out group,7.96
out group,10.47
out group,7.65
out group,9.67
out group,11.64
out group,10
out group,8.82
out group,9.52
out group,8.94
out group,7.37
out group,8.83
out group,6.15
out group,6.7
out group,8.21
out group,9.74
out group,11
out group,7
out group,7.06
out group,8.1
out group,8.57
out group,9.5
out group,7.85
out group,6.57
out group,7.79
out group,8.63
out group,10.27
out group,9.38
out group,7.73
out group,9.01
out group,11.39
out group,8.2
out group,8.87
out group,9.34
out group,8.5
out group,8.77
out group,8.98
out group,9.73
out group,8.64
out group,9.35
out group,7.27
out group,7.5
out group,7.61
out group,7.98
out group,8.16
out group,8.9
out group,7.32
out group,11.55
out group,6.24
out group,6.61
out group,11.57
out group,10.14
out group,9.21
out group,5.9
out group,8.59
out group,9.5
out group,9.17
out group,9.29
out group,5.89
out group,6.41
out group,11.83
out group,9.67
out group,6.69
out group,8.45
out group,9.59
out group,7.31
out group,7.34
out group,10.89
out group,6.71
out group,8.72
out group,3.62
out group,7.95
out group,9.09
out group,7.2
out group,6.65
out group,10.5
out group,8.2
out group,8.39
out group,10.43
out group,7.98
out group,8.49
out group,3.94
out group,7.43
out group,8.07
out group,7.95
out group,7.67
out group,10.56
out group,11.84
out group,8.5
out group,10.37
out group,10.02
out group,8.26
out group,8.97
out group,8.8
out group,8.32
out group,9.28
out group,8.62
out group,7.09
out group,9.23
out group,7.95
out group,9.61
out group,9
out group,7.05
out group,7.13
out group,9.33
out group,5.55
out group,8.5
out group,6.91
out group,10.47
out group,7.49
out group,4.13
out group,7.99
out group,7.74
out group,4.34
out group,7.86
out group,8.62
out group,10.65
out group,9.12
out group,6.63
out group,8.29
out group,8.42
out group,8.5
out group,10.02
out group,8.55
out group,5.37
out group,8.26
out group,11.84
out group,8.46
out group,8.91
out group,7.29
out group,10.68
out group,9.81
out group,10.36
out group,7.3
out group,6.43
out group,6.37
out group,8.72
out group,9.18
out group,9.19
out group,8.95
out group,12
out group,7.88
out group,8.8
out group,10.26
out group,11.23
out group,8.93
out group,11.13
out group,7.97
out group,11.53
out group,9.68
out group,9.52
out group,5.09
out group,6.97
out group,2.9
out group,8.33
out group,9.08
out group,9.46
out group,10.35
out group,9.19
out group,8.13
out group,8.36
out group,7.8
out group,9.21
out group,7.88
out group,10.72
out group,8.84
out group,7.55
out group,8.05
out group,7.54
out group,8.64
out group,8.76
out group,8.83
out group,4.26
out group,9.11
out group,7.61
out group,10.25
out group,9.82
out group,9.28
out group,7.2
out group,8.59
out group,7.65
out group,8.59
out group,9.51
out group,8.59
out group,8.73
out group,7.7
out group,9.21
out group,4.51
out group,8.54
out group,9.27
out group,4.71
out group,9.13
out group,7.48
out group,8.84
out group,7.67
out group,10.96
out group,10.74
out group,8.61
out group,11.58
out group,6.16
out group,10.32
out group,8.92
out group,5.33
out group,7.31
out group,10.87
out group,10.25
out group,9.34
out group,5.26
out group,9.88
out group,8.01
out group,10.7
out group,10.37
out group,8.62
out group,7.57
out group,9.58
out group,9.36
out group,10.1
out group,8.88
out group,9.79
out group,6.6
out group,8.32
out group,9.2
out group,10.9
out group,8.53
out group,7.61
out group,10.1
out group,8.37
out group,10.59
out group,7.34
out group,10.9
out group,6.35
out group,6.59
out group,11.24
out group,7.81
out group,11.22
out group,9.13
out group,10.97
out group,10.92
out group,9.75
out group,8.93
out group,9.16
out group,10.98
out group,8.28
out group,6.07
out group,11.32
out group,8.88
out group,9.79
out group,6.22
out group,11.76
out group,9.87
out group,11.13
out group,7.87
out group,8.38
out group,8.63
out group,11.07
out group,8.57
out group,6.29
out group,11.18
out group,10.05
out group,7.17
out group,6.97
out group,8.92
out group,8.97
out group,11.35
out group,7.68
out group,9.14
out group,8.31
out group,8.99
out group,9.59
out group,11.21
out group,10.01
out group,9.56
out group,11.65
out group,9.17
out group,10.27
out group,7.09
out group,9.45
out group,7.21
out group,9.52
out group,10.5
out group,8.8
out group,10.8
out group,8.3
out group,9.28
out group,9.72
out group,9.06
out group,9.17
out group,7.42
out group,11.63
out group,9.54
out group,6.6
out group,6.98
out group,9.54
out group,8.25
out group,6.57
out group,11.33
out group,8.51
out group,9.3
out group,7.93
out group,7.37
out group,8.77
out group,10.02
out group,11.03
out group,8.4
out group,8.6
out group,10.87
out group,9.63
out group,6.66
out group,7.06
out group,11.5
out group,9.25
out group,10.09
out group,6.88
out group,10.67
out group,9.79
out group,5.8
out group,1.79
out group,4.47
out group,9.44
out group,8.34
out group,7.24
out group,7.48
out group,9.11
out group,7.33
out group,8.02
out group,4.93
out group,9.64
out group,8.68
out group,8.56
out group,11.63
out group,8.56
out group,9.68
out group,7.09
out group,8.41
out group,8.67
out group,9.73
out group,7.76
out group,9.76
out group,9.02
out group,9.64
out group,7.47
out group,9.16
out group,4.56
out group,9.21
out group,8.73
out group,9.06
out group,11.11
out group,10.27
out group,8.66
out group,10.79
out group,4.58
out group,9.7
out group,7.84
out group,6.94
out group,10.35
out group,12.54
out group,12
out group,10.32
out group,9.74
out group,8.86
out group,8.59
out group,6.97
out group,9.22
out group,8.24
out group,6.75
out group,10.33
out group,8.55
out group,9.91
out group,8.4
out group,10.01
out group,7.99
out group,9.93
out group,10.83
out group,9
out group,9.01
out group,10.28
out group,9.93
out group,9.52
out group,8.73
out group,8.92
out group,9.91
out group,6.57
out group,11.12
out group,9.21
out group,10.73
out group,8.9
out group,9.39
out group,7.8
out group,9.82
out group,7.76
out group,8.48
out group,11.27
out group,6.72
out group,11.34
out group,8.55
out group,10.46
out group,3.82
out group,10.65
out group,8.65
out group,8.65
out group,10.26
out group,8.83
out group,10.89
out group,5.08
out group,9.63
out group,8.43
out group,10.11
out group,8.32
out group,7.41
out group,7.37
out group,11.1
out group,7.65
out group,8.2
out group,10.98
out group,11.37
out group,6.41
out group,10.69
out group,10.36
out group,7.21
out group,8.06
out group,5.97
out group,9.51
out group,8.2
out group,12.33
out group,6.86
out group,5.42
out group,8.61
out group,4.57
out group,9.61
out group,9.34
out group,9.27
out group,9.56
out group,10.64
out group,6.95
out group,6.47
out group,8.48
out group,7.43
out group,8.72
out group,7.66
out group,8.1
out group,8.95
out group,7.29
out group,4.82
out group,6.23
out group,8.94
out group,7.28
out group,10.49
out group,9.36
out group,4.73
out group,8.6
out group,8.77
out group,5.71
out group,10.15
out group,7.27
out group,7.28
out group,7.96
out group,8.36
out group,10.79
out group,8.87
out group,9.34
out group,8.23
out group,6.83
out group,8.22
out group,6.88
out group,9.17
out group,5.86
out group,10.86
out group,8.47
out group,7.58
out group,10.5
out group,9.5
out group,7.67
out group,11.32
out group,11.06
out group,10.76
out group,6.13
out group,8.03
out group,8.64
out group,8.29
out group,8.49
out group,11.44
out group,5.78
out group,7.76
out group,9.03
out group,10.28
out group,8.06
out group,8.07
out group,9.23
out group,9.39
out group,6.87
out group,8.98
out group,9.86
out group,7.59
out group,6.5
out group,7.51
out group,8.35
out group,7.3
out group,8.75
out group,3.86
out group,7.33
out group,8.66
out group,7.62
out group,13.04
out group,9.71
out group,7.19
out group,3.13
out group,8.02
out group,7.88
out group,7.76
out group,2.88
out group,5.48
out group,6.53
out group,8.62
out group,4.3
out group,8.12
out group,4.9
out group,8.6
out group,10.51
out group,8.48
out group,8.99
out group,8.88
out group,6.24
out group,7.77
out group,9.73
out group,10.28
out group,5.46
out group,8.62
out group,8.15
out group,6.99
out group,5.58
out group,10.91
out group,7.21
out group,5.98
out group,8.52
out group,7.47
out group,6.31
out group,3.47
out group,4.55
out group,10.21
out group,8.64
out group,12.51
out group,8.17
out group,8.58
out group,9.42
out group,11.02
out group,7.45
out group,8.16
out group,5.78
out group,8.02
out group,11.16
out group,8.12
out group,9.19
out group,7.06
out group,8.74
out group,9.33
out group,5.79
out group,8.55
out group,8.18
out group,7.16
out group,9.26
out group,7.86
out group,7.49
out group,6.23
out group,7.65
out group,8.96
out group,6.73
out group,8.03
out group,10
out group,5.51
out group,9.02
out group,8.8
out group,11.08
out group,7.32
out group,6.63
out group,8.9
out group,9.53
out group,6.02
out group,12.63
out group,13.27
out group,6.78
out group,9.82
out group,7.92
out group,8.59
out group,10.54
out group,7.86
out group,8.76
out group,6.42
out group,11.07
out group,8.56
out group,9.99
out group,8.5
out group,9.29
out group,9.46
out group,8.97
out group,9.12
out group,8.42
out group,7.18
out group,7.02
out group,7.84
out group,7.65
out group,9.13
out group,4.65
out group,9.28
out group,9.59
out group,9.11
out group,6.41
out group,8.56
out group,9.82
out group,8.41
out group,7.4
out group,7.17
out group,8.54
out group,7.62
out group,9.09
out group,8.46
out group,10.43
out group,8.37
out group,8
out group,12.23
out group,6.51
out group,7.39
out group,7
out group,7.91
out group,8.07
out group,8.56
out group,9.89
out group,8.49
out group,9.9
out group,7.83
out group,6.7
out group,7.06
out group,7.14
out group,8.38
out group,9.34
out group,7.85
out group,8.06
out group,9.5
out group,10.81
out group,7.47
out group,6.24
out group,7.75
out group,7.52
out group,11.59
out group,7.27
out group,14.78
out group,10.93
out group,10.69
out group,9.23
out group,11.66
out group,11.86
out group,10.66
out group,7.01
out group,6.15
out group,9.35
out group,10.52
out group,8.15
out group,7.85
out group,3.86
out group,10.15
out group,10.02
out group,8.35
out group,7.78
out group,4.12
out group,7.78
out group,11.59
out group,8.36
out group,11.38
out group,7.01
out group,10.82
out group,9.71
out group,8.96
out group,9.87
out group,7.48
out group,9.03
out group,11.73
out group,10.99
out group,8.82
out group,8.26
out group,6.38
out group,6.05
out group,7.51
out group,8.5
out group,6.82
out group,7.83
out group,7.85
out group,6.5
out group,7.25
out group,7.6
out group,7.48
out group,4.5
out group,6.92
out group,9.04
out group,8.85
out group,7.26
out group,7.64
out group,9.12
out group,7.23
out group,7.36
out group,5.15
out group,8.05
out group,8.83
out group,8.94
out group,6.77
out group,6.18
out group,8.91
out group,8.04
out group,8.49
out group,6.87
out group,9.51
out group,5.99
out group,9.32
out group,9.26
out group,6.29
out group,8.61
out group,6.72
out group,8.16
out group,11.97
out group,6.26
out group,11.37
out group,11.17
out group,5.48
out group,8.06
out group,9.79
out group,8.79
out group,4.74
out group,10.18
out group,7.25
out group,7.76
out group,9.52
out group,4.12
out group,8.59
out group,8.16
out group,8.02
out group,8.84
out group,7.67
out group,11.65
out group,6.63
out group,9.27
out group,6.99
out group,8.77
out group,8.81
out group,7.42
out group,7.54
out group,6.95
out group,10.2
out group,10.12
out group,7.66
out group,6.93
out group,9
out group,9.5
out group,5.42
out group,6.78
out group,8.62
out group,5.65
out group,9.28
out group,6.81
out group,11.8
out group,5.27
out group,7.84
out group,10.5
out group,8.6
out group,7.89
out group,10.28
out group,6.75
out group,9.01
out group,7.93
out group,8.16
out group,9.5
out group,10.53
out group,7.08
out group,8.28
out group,9.59
out group,5.59
out group,8.53
out group,9.99
out group,9.19
out group,7.73
out group,8.99
out group,7.77
out group,9.62
out group,8.71
out group,7.43
out group,8.07
out group,10.23
out group,11.39
out group,11.01
out group,8.18
out group,8.86
out group,8.73
out group,5.48
out group,7.45
out group,9.13
out group,7
out group,9.21
out group,8.64
out group,5.97
out group,5.64
out group,9.88
out group,9.21
out group,10.39
out group,10.45
out group,9.62
out group,8.51
out group,8.93
out group,8.04
out group,8.38
out group,8
out group,10.78
out group,9.53
out group,8.9
out group,7.59
out group,7.33
out group,9.17
out group,10.23
out group,8.25
out group,9.54
out group,8.15
out group,9.07
out group,3.57
out group,3.93
out group,8.7
out group,5.03
out group,8.05
out group,6.63
out group,9.02
out group,6.56
out group,4.94
out group,11.03
out group,13.03
out group,9.25
out group,5.92
out group,7.68
out group,6.72
out group,10.65
out group,8.45
out group,9.89
out group,9.06
out group,8.7
out group,7.54
out group,7.61
out group,8.94
out group,8.39
out group,7.4
out group,9.82
out group,11.41
out group,8.93
out group,10.08
out group,6.81
out group,10.18
out group,5.27
out group,9.47
out group,9.26
out group,7.69
out group,7.46
out group,8.42
out group,5.88
out group,6.34
out group,9.92
out group,10.21
out group,8.78
out group,9.32
out group,7.81
out group,7.54
out group,8.09
out group,11.89
out group,2.76
out group,10.26
out group,8.61
out group,8.2
out group,10.57
out group,7.64
out group,12.76
out group,11.73
out group,7.5
out group,8.06
out group,8.18
out group,9.52
out group,8.09
out group,9.29
out group,8.43
out group,6.8
out group,9.09
out group,7.09
out group,6.91
out group,7.96
out group,8.75
out group,8.57
out group,8.46
out group,11.7
out group,11.65
out group,8.88
out group,8.2
out group,6.96
out group,8.05
out group,10.17
out group,5.68
out group,8.89
out group,10.04
out group,9.67
out group,8.99
out group,9.83
out group,8.38
out group,10.68
out group,11.04
out group,10.6
out group,9.68
out group,10.09
out group,12.11
out group,8.91
out group,9.97
out group,5.26
out group,10.82
out group,3.91
out group,10.12
out group,10.73
out group,8.51
out group,11.06
out group,8.56
out group,10.84
out group,10.04
out group,10.59
out group,9.7
out group,9.82
out group,7.32
out group,9.35
out group,10.48
out group,7.52
out group,11.25
out group,9.42
out group,11.21
out group,9.95
out group,10.22
out group,10.45
out group,5.93
out group,11.28
out group,10.04
out group,12.07
out group,11.04
out group,8.07
out group,10.59
out group,10.13
out group,7.54
out group,10.73
out group,9.45
out group,10.94
out group,10.25
out group,9.6
out group,5.15
out group,8.33
out group,4.79
out group,6.03
out group,6.8
out group,4.52
out group,6.8
out group,4.51
out group,5.99
out group,5.41
out group,5.69
out group,4.5
out group,5.96
out group,6.19
out group,6.69
out group,5.27
out group,5.63
out group,6.34
out group,6.84
out group,5.63
out group,3.24
out group,4.02
out group,5.1
out group,8.7
out group,9.79
out group,7.48
out group,6.23
out group,6.86
out group,5.31
out group,7.3
out group,4.69
out group,6.39
out group,5.89
out group,8.61
out group,5.69
out group,5.38
out group,6.42
out group,7.27
out group,6.75
out group,7.12
out group,6.59
out group,4.95
out group,5.08
out group,5.04
out group,4.3
out group,7.12
out group,5.37
out group,5.6
out group,6.23
out group,6.84
out group,5.89
out group,3.01
out group,5.14
out group,4.87
out group,5.68
out group,6.48
out group,5.26
out group,5.13
out group,5.79
out group,5.28
out group,6.85
out group,4.17
out group,5.41
out group,5.05
out group,5.79
out group,5.13
out group,5.41
out group,5.37
out group,4.18
out group,6.07
out group,5.14
out group,3.63
out group,4.81
out group,5.96
out group,5.9
out group,3.59
out group,5
out group,4.58
out group,5.27
out group,6.1
out group,5.98
out group,4.74
out group,5.03
out group,6.3
out group,2.91
out group,2.76
out group,4.48
out group,4.33
out group,7.09
out group,5.35
out group,8.09
out group,5.41
out group,5.01
out group,9.45
out group,5.81
out group,6.76
out group,6.08
out group,4
out group,3.67
out group,5.8
out group,5.41
out group,4.85
out group,5.21
out group,5.26
out group,3.94
out group,4.93
out group,8.08
out group,5.14
out group,8.37
out group,5.18
out group,7.39
out group,4.64
out group,5.53
out group,3.84
out group,6.42
out group,7.04
out group,5.62
out group,4.92
out group,6.48
out group,5.92
out group,5.46
out group,4.79
out group,4.74
out group,7.02
out group,5.52
out group,5.9
out group,4.35
out group,5.7
out group,3.55
out group,4.68
out group,5.25
out group,3.48
out group,3.92
out group,7.3
out group,2.46
out group,7.16
out group,3.36
out group,5.31
out group,4.22
out group,8.3
out group,5.69
out group,7.02
out group,5.19
out group,3.24
out group,7.49
out group,4.89
out group,4.9
out group,3.87
out group,6.43
out group,7.11
out group,6.89
out group,6.73
out group,4.99
out group,6.13
out group,4.97
out group,7.39
out group,6.26
out group,6.16
out group,5.29
out group,5.58
out group,5.28
out group,5.03
out group,4.13
out group,5.72
out group,6.56
out group,6.68
out group,4.27
out group,5.31
out group,5.13
out group,4.74
out group,7.08
out group,3.9
out group,4.59
out group,6.37
out group,8.69
out group,8.07
out group,10.08
out group,8.51
out group,7.31
out group,9.82
out group,7.11
out group,6.93
out group,8.91
out group,9.45
out group,7.73
out group,7.68
out group,7.07
out group,8.08
out group,9.59
out group,8.11
out group,6.05
out group,8.02
out group,10.74
out group,9.73
out group,7.59
out group,7.78
out group,8.58
out group,7.39
out group,7.2
out group,9.77
out group,7.9
out group,8.11
out group,8.39
out group,6.1
out group,7.22
out group,7.16
out group,7.25
out group,10.21
out group,10.2
out group,6.79
out group,8.67
out group,10.33
out group,7.82
out group,6
out group,10.08
out group,11.03
out group,8.54
out group,8.47
out group,9.04
out group,9.54
out group,9.99
out group,9.72
out group,9.65
out group,8.51
out group,9.05
out group,8.79
out group,10.63
out group,8.72
out group,10.81
out group,8.72
out group,8.9
out group,7.94
out group,11.11
out group,8.16
out group,10.02
out group,2.88
out group,9.88
out group,6.71
out group,9.95
out group,5.92
out group,9.7
out group,7.84
out group,8.57
out group,7.56
out group,9.11
out group,7.94
out group,9.7
out group,8.83
out group,11.12
out group,8.73
out group,9.42
out group,5.52
out group,8.88
out group,8.52
out group,6.93
out group,8.39
out group,6.83
out group,9.1
out group,8.99
out group,8.99
out group,8.67
out group,9.68
out group,10.07
out group,8.31
out group,6.98
out group,11.15
out group,9.07
out group,9.57
out group,10.17
out group,10.39
out group,10.36
out group,11.32
out group,10.19
out group,10.81
out group,9.74
out group,8.7
out group,9.31
out group,8.7
out group,10.56
out group,10.14
out group,9.75
out group,10.65
out group,9.53
out group,12.24
out group,9.8
out group,11.04
out group,10.16
out group,10.1
out group,9.98
out group,10.94
out group,9.04
out group,8.71
out group,10.55
out group,10.25
out group,10.41
out group,10.88
out group,9.85
out group,8.71
out group,11.21
out group,12.15
out group,10.63
out group,10.91
out group,7.79
out group,9.51
out group,10.93
out group,9.86
out group,9.26
out group,11.4
out group,8.19
out group,10.38
out group,10.27
out group,9.64
out group,10.91
out group,10.09
out group,10.13
out group,9.25
out group,9.59
out group,8.89
out group,10.1
out group,10.99
out group,10.86
out group,11.89
out group,10.75
out group,11.04
out group,10.59
out group,10.15
out group,10.06
out group,10.01
out group,11.37
out group,9.97
out group,10.6
out group,10.68
out group,10.49
out group,10.72
out group,10.38
out group,11.78
out group,11.43
out group,12.09
out group,10.44
out group,10.07
out group,10.37
out group,10.55
out group,11.29
out group,11.13
out group,11.09
out group,10.54
out group,11.24
out group,10.5
out group,11.54
out group,10.54
out group,10.09
out group,10.91
out group,9.91
out group,10.74
out group,9.7
out group,11.8
out group,10.74
out group,11.27
out group,11
out group,10.75
out group,12.28
out group,11.33
out group,10.49
out group,10.52
out group,11.04
out group,11.51
out group,10.29
out group,10.31
out group,10.28
out group,11.59
out group,12.35
out group,11.55
out group,10.21
out group,9.78
out group,10.92
out group,11.89
out group,11.23
out group,11.34
out group,10.75
out group,11.3
out group,11.56
out group,10.53
out group,11.26
out group,10.65
out group,5.07
out group,11.09
out group,9.41
out group,10.62
out group,11.77
out group,10.28
out group,10.97
out group,10.46
out group,10.62
out group,10.25
out group,8.93
out group,10.16
out group,10.64
out group,10.94
out group,10.97
out group,10.56
out group,10.7
out group,10.9
out group,10.42
out group,10.49
out group,9.86
out group,11.18
out group,10.85
out group,10.61
out group,11.01
out group,11.04
out group,11.33
out group,10.67
out group,10.44
out group,10.43
out group,10.92
out group,10.7
out group,11.21
out group,10.86
out group,11.65
out group,11.36
out group,10.89
out group,11.41
out group,11.22
out group,11.39
out group,10.82
out group,10.67
out group,11
out group,12.14
out group,10.45
out group,10.01
out group,9.98
out group,10.77
out group,11
out group,11.43
out group,9.72
out group,10.76
out group,11.21
out group,10.17
out group,11.52
out group,10.53
out group,11.17
out group,12.04
out group,11.41
out group,11.13
out group,10.9
out group,10.94
out group,10.09
out group,11.41
out group,11.22
out group,10.94
out group,11.01
out group,11.4
out group,10.83
out group,10.88
out group,11.3
out group,10.38
out group,10.31
out group,11.05
out group,10.75
out group,10.63
out group,10.46
out group,10.68
out group,11.05
out group,11.14
out group,9.87
out group,10.75
out group,10.61
out group,10.56
out group,10.59
out group,9.5
out group,10.67
out group,10.09
out group,11.52
out group,11.17
out group,11.43
out group,11.84
out group,11.18
out group,10.66
out group,11.56
out group,11.56
out group,10.72
out group,11.61
out group,10.28
out group,6.63
out group,11.02
out group,10.44
out group,11.26
out group,10.95
out group,9.44
out group,9.46
out group,11.37
out group,10.04
out group,10.52
out group,10.91
out group,12.75
out group,11.49
out group,11.33
out group,11.62
out group,11.26
out group,11.02
out group,11.7
out group,11.11
out group,10.92
out group,10.42
out group,10.61
out group,8.87
out group,11.39
out group,11.72
out group,12.4
out group,10.78
out group,11.28
out group,12.46
out group,11.69
out group,10.97
out group,10.88
out group,11.82
out group,9.76
out group,11.6
out group,10.65
out group,11.24
out group,11.39
out group,10.99
out group,11.02
out group,11.06
out group,11.09
out group,10.84
out group,11.11
out group,11.15
out group,11.11
out group,11.04
out group,11.91
out group,10.76
out group,11.58
out group,12.03
out group,12.3
out group,11.09
out group,11.07
out group,10.61
out group,10.41
out group,10.92
out group,10.91
out group,10.06
out group,10.52
out group,10.7
out group,11.23
out group,11.56
out group,11.02
out group,11.32
out group,10.41
out group,11.53
out group,11.56
out group,10.75
out group,11.17
out group,10.65
out group,10.79
out group,11.58
out group,11.37
out group,11.35
out group,10.44
out group,10.96
out group,10.32
out group,11.9
out group,11.99
out group,9.71
out group,12.03
out group,10.9
out group,9.78
out group,11.94
out group,10.78
out group,10.9
out group,10.93
out group,10.63
out group,11.01
out group,11.71
out group,11.4
out group,10.73
out group,10.47
out group,10.18
out group,10.85
out group,10.09
out group,11.1
out group,10.53
out group,11.05
out group,10.7
out group,11.45
out group,11.74
out group,11.54
out group,10.82
out group,11.48
out group,9.56
out group,10.74
out group,7.6
out group,5.54
out group,8.47
out group,10.39
out group,9.63
out group,9.09
out group,10.9
out group,9
