type,value
out group,10.3
out group,8.58
out group,7.76
out group,7.56
out group,8.2
out group,9.11
out group,9.92
out group,6.64
out group,7.89
out group,10.42
out group,7.72
out group,8.18
out group,11.5
out group,10
out group,9.91
out group,9.94
out group,8.41
out group,8.59
out group,9.86
out group,7.94
out group,7.77
out group,10.82
out group,10.77
out group,8.62
out group,9.74
out group,8.82
out group,10.52
out group,9.02
out group,9.62
out group,9.27
out group,6.64
out group,10.3
out group,7.53
out group,9.93
out group,10.48
out group,8.29
out group,8.51
out group,9.61
out group,8.96
out group,8.32
out group,9.08
out group,8.71
out group,7.92
out group,7.93
out group,10.02
out group,9.5
out group,9.38
out group,9.37
out group,11.44
out group,10.96
out group,9.93
out group,10.15
out group,10.26
out group,9.77
out group,9.58
out group,10.72
out group,9.1
out group,7.41
out group,9.39
out group,7.82
out group,9.2
out group,8.58
out group,8.08
out group,8.77
out group,9.03
out group,10.5
out group,10.51
out group,9.68
out group,10.66
out group,9
out group,8.41
out group,7.86
out group,9.61
out group,6.11
out group,11.07
out group,8.81
out group,10.86
out group,9.92
out group,9.07
out group,10.16
out group,9.96
out group,9.18
out group,7.69
out group,11.03
out group,8.25
out group,8.24
out group,8.17
out group,10.34
out group,8.16
out group,8.59
out group,9.61
out group,11.12
out group,9.45
out group,8.6
out group,7.02
out group,9.7
out group,10.12
out group,7.25
out group,9.31
out group,8.55
out group,6.03
out group,9.02
out group,9.76
out group,8.64
out group,14.32
out group,6.7
out group,9.84
out group,9.4
out group,9.49
out group,8.47
out group,8.94
out group,9.02
out group,8.46
out group,6.83
out group,8.93
out group,7.2
out group,8.45
out group,9.72
out group,7.92
out group,9.61
out group,7.81
out group,9.97
out group,10.09
out group,8.75
out group,12.61
out group,8.67
out group,8.56
out group,8.65
out group,8.6
out group,9.39
out group,7.39
out group,9.87
out group,9.62
out group,9.37
out group,9.03
out group,10.76
out group,7.87
out group,11.36
out group,9.72
out group,10.47
out group,10.33
out group,9.37
out group,10.24
out group,9.4
out group,12.01
out group,9.75
out group,7.98
out group,9.12
out group,6.83
out group,8.93
out group,8.58
out group,7.27
out group,7.53
out group,8.8
out group,10.03
out group,9.5
out group,8.22
out group,8.54
out group,9.57
out group,9.95
out group,10.8
out group,8.91
out group,9.02
out group,10.88
out group,8.67
out group,8.71
out group,10.09
out group,7.43
out group,10.68
out group,10.12
out group,10.45
out group,8.32
out group,8.95
out group,8.46
out group,10.22
out group,8.85
out group,10.91
out group,8.85
out group,7.19
out group,9.73
out group,8.49
out group,10.42
out group,9.49
out group,8.7
out group,6.82
out group,8.23
out group,7.04
out group,5.75
out group,9.16
out group,9.78
out group,9.29
out group,7.67
out group,9.01
out group,9.36
out group,9.36
out group,8.65
out group,10.07
out group,5.65
out group,12.38
out group,11.49
out group,12.71
out group,11.97
out group,11.66
out group,12.42
out group,11.78
out group,12.13
out group,12.26
out group,11.26
out group,12.35
out group,11.27
out group,7.72
out group,11.63
out group,11.71
out group,12.11
out group,10.93
out group,12
out group,12.87
out group,13.28
out group,12.44
out group,12.14
out group,7.78
out group,11.27
out group,11.85
out group,10.86
out group,11.07
out group,10.25
out group,12.65
out group,7.33
out group,7.15
out group,7.59
out group,7.42
out group,5.05
out group,6.93
out group,12.31
out group,6.39
out group,11.32
out group,11.93
out group,12.63
out group,11.66
out group,11.96
out group,13.25
out group,8.97
out group,11.14
out group,10.54
out group,12.68
out group,11.34
out group,11.96
out group,11.8
out group,10.97
out group,12.31
out group,12.89
out group,10.86
out group,12.23
out group,11.15
out group,13.12
out group,12.29
out group,9.69
out group,13.29
out group,11.35
out group,12.61
out group,13.41
out group,11.55
out group,12.76
out group,12.61
out group,12.6
out group,12.97
out group,9.8
out group,11.71
out group,5.37
out group,12.27
out group,13.04
out group,9.67
out group,12.65
out group,11.41
out group,12.32
out group,12.13
out group,12.12
out group,11.16
out group,12.39
out group,12.75
out group,11.07
out group,13.29
out group,11.17
out group,12.93
out group,11.8
out group,13.48
out group,11.18
out group,13.45
out group,11.35
out group,11.26
out group,11.12
out group,10.8
out group,12.61
out group,12.43
out group,11.6
out group,11.6
out group,10.75
out group,13.21
out group,11.33
out group,11.36
out group,11.82
out group,11.68
out group,12.49
out group,11.45
out group,12.02
out group,11.59
out group,12.75
out group,12.72
out group,12.28
out group,13.1
out group,13.21
out group,11.89
out group,12.41
out group,11.54
out group,12.25
out group,12.1
out group,11.39
out group,11.49
out group,11.15
out group,12.66
out group,12.41
out group,10.87
out group,12.08
out group,11.88
out group,11.51
out group,12.01
out group,10.35
out group,10.15
out group,12.29
out group,12.31
out group,13.17
out group,11.1
out group,10.95
out group,10.68
out group,12.09
out group,12.18
out group,13.19
out group,13.43
out group,10.96
out group,12.2
out group,12.18
out group,11.33
out group,11.55
out group,9.84
out group,10.37
out group,11.47
out group,12.26
out group,8.8
out group,11.96
out group,10.96
out group,12.79
out group,10.86
out group,10.91
out group,12.56
out group,11.14
out group,12.41
out group,9.12
out group,13.09
out group,12.06
out group,11.64
out group,11.32
out group,13.11
out group,12.33
out group,12.08
out group,11.59
out group,12.55
out group,12.63
out group,13.38
out group,12.62
out group,10.63
out group,10.44
out group,9.85
out group,11.58
out group,12.37
out group,11.12
out group,10.48
out group,12.09
out group,11.68
out group,11.66
out group,13.2
out group,10.82
out group,6.77
out group,7.35
out group,4.71
out group,3.1
out group,6.17
out group,5.7
out group,9.08
out group,5.66
out group,8.48
out group,6.02
out group,7.22
out group,4.59
out group,9.12
out group,8.54
out group,5.75
out group,6.09
out group,10.83
out group,3.85
out group,9.6
out group,2.65
out group,4.07
out group,9.94
out group,4.88
out group,2.8
out group,3.71
out group,7.04
out group,5.57
out group,5.41
out group,7.81
out group,6.22
out group,6.53
out group,5.98
out group,3.36
out group,4.57
out group,4.11
out group,9.81
out group,4.92
out group,4.67
out group,4.7
out group,5.84
out group,7.4
out group,3.46
out group,7.57
out group,4.96
out group,7.08
out group,4.35
out group,4.77
out group,8.24
out group,7.26
out group,9.58
out group,6.82
out group,5.47
out group,7.28
out group,7.12
out group,6.32
out group,6.32
out group,8.45
out group,7.58
out group,7.53
out group,5.55
out group,6.13
out group,6.16
out group,6.27
out group,8.29
out group,7.51
out group,7.03
out group,9.47
out group,4.59
out group,7.55
out group,6.7
out group,8.6
out group,3.22
out group,5.87
out group,8.72
out group,9.41
out group,2.9
out group,3.8
out group,6.31
out group,5.38
out group,8.04
out group,6
out group,4.05
out group,4.3
out group,5.38
out group,5.85
out group,9.17
out group,8.48
out group,8.99
out group,5.75
out group,10.33
out group,8.04
out group,9.63
out group,6.1
out group,5.54
out group,3.12
out group,7.04
out group,2.66
out group,7.37
out group,5.86
out group,4.95
out group,6.12
out group,6.48
out group,5.46
out group,9.17
out group,3.59
out group,3.04
out group,5.74
out group,4.65
out group,8.2
out group,6
out group,2.78
out group,5.88
out group,3.85
out group,4.02
out group,5.44
out group,5.19
out group,4.05
out group,5.06
out group,6.83
out group,5.49
out group,7.37
out group,5.14
out group,7.19
out group,8.2
out group,3.2
out group,8.12
out group,4.16
out group,9.17
out group,9.98
out group,5.49
out group,2.86
out group,7.51
out group,3.94
out group,6.22
out group,10.45
out group,11.65
out group,7.24
out group,8.34
out group,6.45
out group,8.82
out group,3.65
out group,5.17
out group,5.26
out group,7.85
out group,4.33
out group,8.16
out group,2.38
out group,5.23
out group,7.46
out group,6.17
out group,7.91
out group,7.41
out group,6.97
out group,5.71
out group,7.43
out group,8.54
out group,8.01
out group,4.08
out group,6.64
out group,2.58
out group,3.33
out group,3.25
out group,10.1
out group,6.53
out group,6.98
out group,8.89
out group,9.69
out group,4.91
out group,5.84
out group,7.73
out group,7.23
out group,8.13
out group,6.02
out group,5.73
out group,5.19
out group,5.33
out group,7.02
out group,7.42
out group,8.31
out group,8.03
out group,8.71
out group,3.92
out group,9.51
out group,6.02
out group,6.46
out group,7.51
out group,8.05
out group,8.84
out group,7.51
out group,8.1
out group,4.87
out group,7.11
out group,6.02
out group,5.14
out group,8.61
out group,6.14
out group,8.17
out group,4.03
out group,5.63
out group,7.73
out group,7.67
out group,6.11
out group,9.99
out group,6.16
out group,7.57
out group,7.4
out group,5.25
out group,2.91
out group,5
out group,6.66
out group,7.71
out group,4.46
out group,7.25
out group,8.29
out group,4.29
out group,9.14
out group,8.67
out group,4.6
out group,6.95
out group,7.81
out group,5.93
out group,8.14
out group,7.14
out group,4.77
out group,10.15
out group,5.64
out group,5.03
out group,8.11
out group,6.16
out group,6.57
out group,4.28
out group,9.3
out group,5.41
out group,4.17
out group,2.28
out group,4.77
out group,4.22
out group,5.41
out group,5.73
out group,3.76
out group,6.86
out group,7.74
out group,8.09
out group,7.84
out group,5.86
out group,7.85
out group,6.99
out group,8.12
out group,4.63
out group,6.45
out group,6.04
out group,6.02
out group,5.18
out group,7.4
out group,9.25
out group,5.57
out group,6.82
out group,5.07
out group,10.73
out group,7.46
out group,12.69
out group,5.6
out group,5.87
out group,7.98
out group,9.23
out group,11.51
out group,14.1
out group,13.45
out group,12.48
out group,13.41
out group,11.85
out group,13.94
out group,12.14
out group,13.69
out group,12.17
out group,13.01
out group,13.69
out group,14.24
out group,13.66
out group,13.94
out group,14.02
out group,11.65
out group,13.7
out group,12.68
out group,11.63
out group,12.96
out group,12.61
out group,13.26
out group,12.39
out group,11.91
out group,12.93
out group,12.69
out group,13.51
out group,12.38
out group,10.3
out group,13.72
out group,10.9
out group,12.86
out group,11.54
out group,12.14
out group,13.95
out group,11.71
out group,12.94
out group,13.58
out group,12.96
out group,13.36
out group,13.76
out group,13.5
out group,13.68
out group,13.44
out group,12.37
out group,13.23
out group,12.65
out group,12.92
out group,12.33
out group,13.28
out group,13.26
out group,11.69
out group,11.97
out group,11.82
out group,12.1
out group,13.46
out group,13.08
out group,13.43
out group,10.91
out group,12.74
out group,11.6
out group,11.43
out group,9.81
out group,12.86
out group,14.22
out group,12.8
out group,14.08
out group,12.93
out group,13.9
out group,11.1
out group,12.92
out group,14.22
out group,13.02
out group,11.9
out group,14.26
out group,13.26
out group,14.09
out group,13.29
out group,12.84
out group,12.59
out group,13.65
out group,13.37
out group,13.75
out group,12.3
out group,12.43
out group,13.02
out group,11.7
out group,13.95
out group,12.46
out group,11.51
out group,13.27
out group,13.18
out group,13.17
out group,12.99
out group,13.64
out group,14.67
out group,11.92
out group,12.84
out group,13.09
out group,11.11
out group,12.95
out group,12.14
out group,12.56
out group,13.22
out group,10.98
out group,12.96
out group,10.93
out group,14.07
out group,13.88
out group,13.73
out group,13.03
out group,12.51
out group,13.22
out group,13.16
out group,14.21
out group,12.26
out group,13.08
out group,11.2
out group,14.44
out group,13.67
out group,13.41
out group,12.7
out group,12.28
out group,13.83
out group,13.75
out group,12.99
out group,13.04
out group,10.68
out group,12.55
out group,13.65
out group,13.39
out group,14.32
out group,12.15
out group,13.77
out group,13.53
out group,11.8
out group,13.65
out group,12.64
out group,12.54
out group,13.64
out group,13.99
out group,12.91
out group,13.33
out group,13.71
out group,12.24
out group,10.46
out group,12.23
out group,13.42
out group,13.62
out group,11.63
out group,13.42
out group,14.55
out group,13
out group,8.07
out group,14.03
out group,10.93
out group,12.94
out group,12.78
out group,11.88
out group,12.21
out group,13.67
out group,13.89
out group,9.64
out group,14.26
out group,13.44
out group,12.07
out group,13.1
out group,13.45
out group,7.5
out group,13.79
out group,12.13
out group,9.52
out group,10.5
out group,14.19
out group,11.63
out group,13.45
out group,14.69
out group,13.26
out group,10.8
out group,12.43
out group,14.27
out group,13.32
out group,12.13
out group,11.39
out group,12.97
out group,13.58
out group,11.42
out group,13.17
out group,12.35
out group,12.3
out group,13.52
out group,12.91
out group,13.79
out group,12.87
out group,13.83
out group,12.67
out group,10.08
out group,13.06
out group,11.24
out group,11.68
out group,13.22
out group,11.67
out group,13.11
out group,13.1
out group,12.1
out group,13.62
out group,13.75
out group,12.18
out group,11.18
out group,13.59
out group,12.69
out group,13.14
out group,12.77
out group,11.97
out group,13.12
out group,10.61
out group,12.38
out group,9.19
out group,12.56
out group,13.45
out group,12.74
out group,12.34
out group,12.45
out group,13.25
out group,13.39
out group,13.84
out group,13.73
out group,13.8
out group,11.38
out group,12.72
out group,12.78
out group,12.63
out group,12.54
out group,13.89
out group,12.85
out group,12.49
out group,13.44
out group,11.78
out group,13.79
out group,13.86
out group,12.28
out group,12.95
out group,11.78
out group,14.29
out group,12.63
out group,14.09
out group,11.99
out group,13.56
out group,13.1
out group,12.83
out group,14.02
out group,13.12
out group,11.42
out group,12.88
out group,12.58
out group,13.77
out group,13.06
out group,12.34
out group,12.06
out group,13.78
out group,12.09
out group,13.51
out group,13.24
out group,13.2
out group,12.1
out group,12.47
out group,11.01
out group,13.53
out group,9.35
out group,11.22
out group,13.19
out group,11.71
out group,10.51
out group,12.7
out group,13.47
out group,10.12
out group,12.56
out group,12.34
out group,8.43
out group,13.16
out group,12.95
out group,12.93
out group,12.21
out group,10.69
out group,12.03
out group,13.23
out group,13.19
out group,13.18
out group,13.22
out group,12.24
out group,14.09
out group,13.78
out group,11.05
out group,12.44
out group,14.18
out group,12.88
out group,13.44
out group,12.62
out group,10.13
out group,13.33
out group,13.35
out group,13.22
out group,14.49
out group,13.29
out group,13.44
out group,12.04
out group,12.85
out group,12.46
out group,12.41
out group,12.46
out group,13.17
out group,13.39
out group,11.66
out group,12.49
out group,11.95
out group,12.89
out group,12.65
out group,13.3
out group,13.16
out group,12.82
out group,13.7
out group,13.5
out group,13.04
out group,12.12
out group,13.41
out group,13.8
out group,12.24
out group,13.67
out group,12.11
out group,13.49
out group,12.67
out group,13.61
out group,12.44
out group,12.56
out group,12.94
out group,13.01
out group,13.83
out group,13.67
out group,13.98
out group,13.69
out group,13.32
out group,12.71
out group,14.23
out group,13.57
out group,13.02
out group,13.06
out group,13.29
out group,13.78
out group,13.03
out group,13.35
out group,12.78
out group,13.29
out group,13.72
out group,13.82
out group,13.31
out group,13.06
out group,13.35
out group,13.31
out group,13.14
out group,12.47
out group,12.43
out group,13.29
out group,12.68
out group,11.53
out group,12.96
out group,13.03
out group,12.73
out group,12.43
out group,12.71
out group,12.48
out group,12.74
out group,13.59
out group,12.62
out group,13.55
out group,12.75
out group,13.35
out group,13.24
out group,13.54
out group,13.48
out group,13.47
out group,13.47
out group,13.8
out group,13.79
out group,13.75
out group,13.51
out group,12.4
out group,13.54
out group,13.44
out group,13.68
out group,12.87
out group,13.32
out group,12.72
out group,13.57
out group,13.2
out group,13.64
out group,12.79
out group,13.22
out group,12.38
out group,12.93
out group,12.85
out group,12.9
out group,13.23
out group,13.41
out group,13.49
out group,13.16
out group,11.77
out group,11.81
out group,12.32
out group,12.21
out group,13.02
out group,13.32
out group,12.56
out group,12.41
out group,12.97
out group,11.73
out group,13.12
out group,12.8
out group,12.67
out group,13.25
out group,12.45
out group,12.9
out group,12.99
out group,12.86
out group,12.37
out group,11.99
out group,13.1
out group,12.91
out group,13.15
out group,10.42
out group,13.51
out group,12.55
out group,12.83
out group,13.06
out group,13.3
out group,13.06
out group,13.27
out group,12.68
out group,10.97
out group,14.36
out group,12.86
out group,12.1
out group,12.76
out group,12.4
out group,13.02
out group,12.87
out group,13.38
out group,13.21
out group,13.65
out group,13.5
out group,13.21
out group,12.91
out group,12.31
out group,13.46
out group,13.56
out group,12.31
out group,13.18
out group,10.68
out group,13.86
out group,12.43
out group,12.86
out group,13.47
out group,13.15
out group,12.36
out group,13.41
out group,12.63
out group,12.98
out group,12.87
out group,12.54
out group,11.32
out group,13.82
out group,13.25
out group,12.14
out group,12.8
out group,13.16
out group,13.34
out group,13.88
out group,13.46
out group,13.73
out group,12.94
out group,13.27
out group,13.13
out group,12.56
out group,13.89
out group,12.64
out group,12.87
out group,12.72
out group,13.19
out group,12.97
out group,13.8
out group,13.07
out group,13.37
out group,14.01
out group,13.75
out group,13.33
out group,13.67
out group,13.14
out group,13.02
out group,13.5
out group,13.13
out group,13.67
out group,13.15
out group,13.16
out group,12.78
out group,12.37
out group,13.08
out group,13.35
out group,13.64
out group,13.34
out group,14.36
out group,12.78
out group,12.5
out group,12.48
out group,11.99
out group,13.4
out group,13.6
out group,13.08
out group,12.17
out group,13.31
out group,14.23
out group,12.78
out group,12.76
out group,13.07
out group,13.57
out group,12.19
out group,12.85
out group,12.78
out group,13.05
out group,13.57
out group,13.05
out group,12.79
out group,13.77
out group,13.31
out group,13.56
out group,12.28
out group,11.95
out group,12.34
out group,13.41
out group,13.14
out group,12.36
out group,13.28
out group,12.18
out group,12.04
out group,12.32
out group,13.57
out group,12.71
out group,13.54
out group,13.55
out group,13.52
out group,12.75
out group,13.16
out group,13.84
out group,13.33
out group,13.94
out group,13.14
out group,12.32
out group,12.44
out group,12.88
out group,12.29
out group,12.85
out group,13.34
out group,12.73
out group,12.98
out group,13.41
out group,13.03
out group,13.06
out group,12.55
out group,14.18
out group,13.13
out group,13.04
out group,12.71
out group,13.35
out group,12.52
out group,12.41
out group,12.81
out group,13.08
out group,12.85
out group,11.49
out group,12.49
out group,11.5
out group,12.29
out group,12.99
out group,12.69
out group,13.42
out group,13.29
out group,12.23
out group,13.23
out group,13
out group,12.92
out group,13.03
out group,12.46
out group,12.7
out group,13.97
out group,12.68
out group,13.44
out group,12.52
out group,13.85
out group,11.43
out group,14.45
out group,12.59
out group,13.52
out group,12.59
out group,13.21
out group,13.41
out group,12.92
out group,13.34
out group,13.11
out group,12.88
out group,13.84
out group,13.97
out group,13.25
out group,12.35
out group,13.39
out group,12.74
out group,13.33
out group,12.73
out group,13.5
out group,12.92
out group,12.75
out group,12.35
out group,12.6
out group,13.08
out group,13.02
out group,13.41
out group,12.78
out group,12.43
out group,12.96
out group,13.29
out group,12.69
out group,13.26
out group,12.12
out group,13.45
out group,14.15
out group,13.82
out group,13.62
out group,12.56
out group,12.56
out group,12.46
out group,10.75
out group,13.59
out group,13.16
out group,13.64
out group,9.14
out group,10.11
out group,12.92
out group,13.22
out group,12.79
out group,11.99
out group,12.35
out group,10.53
out group,12.59
out group,11.43
out group,13.61
out group,13.12
out group,12.64
out group,13.01
out group,13.59
out group,12.83
out group,11.61
out group,12.76
out group,13.33
out group,12.65
out group,12.33
out group,12.36
out group,13.8
out group,11.89
out group,13.27
out group,14.56
out group,13.22
out group,8.89
out group,12.44
out group,8.44
out group,13.48
out group,10.94
out group,11.83
out group,11.61
out group,12.27
out group,13.81
out group,11.01
out group,12.8
out group,10.82
out group,12.66
out group,12.95
out group,11.31
out group,10.43
out group,12.24
out group,11.38
out group,10.51
out group,10.54
out group,11.46
out group,9.72
out group,11.55
out group,12.18
out group,12.14
out group,12.55
out group,11.97
out group,13.04
out group,11.8
out group,12.9
out group,11.67
out group,11.55
out group,13.08
out group,10.45
out group,12.8
out group,12.26
out group,13.69
out group,10.23
out group,11.36
out group,13.62
out group,10.7
out group,8.72
out group,11.04
out group,13.29
out group,10.36
out group,11.25
out group,11.35
out group,12.08
out group,9.66
out group,11.03
out group,13.16
out group,11.13
out group,11.13
out group,10.22
out group,12.76
out group,11
out group,13.61
out group,12.9
out group,11.65
out group,5.63
out group,12.38
out group,13.24
out group,12.49
out group,11.66
out group,10.7
out group,11.6
out group,12.99
out group,10.3
out group,12.1
out group,13.02
out group,13.03
out group,12.19
out group,11.47
out group,12.72
out group,13.08
out group,13.05
out group,12.33
out group,12.21
out group,13.64
out group,11.65
out group,14.07
out group,12.11
out group,11.09
out group,11.76
out group,11.63
out group,12.87
out group,11.44
out group,12.74
out group,10.15
out group,12.92
out group,13.39
out group,10.51
out group,13.6
out group,10.73
out group,13.75
out group,13.04
out group,12.17
out group,12.49
out group,12.92
out group,10.59
out group,8.39
out group,12.69
out group,10.21
out group,11.75
out group,9.59
out group,10.14
out group,8.79
out group,12.98
out group,13.01
out group,14.26
out group,10.31
out group,14.06
out group,12.34
out group,12.31
out group,11.85
out group,13.13
out group,13.41
out group,13.09
out group,12.78
out group,10.24
out group,12.76
out group,10.36
out group,11.1
out group,12.66
out group,14.6
out group,12.35
out group,11.94
out group,11.07
out group,11.19
out group,10.98
out group,11.11
out group,12.26
out group,11.97
out group,10.94
out group,11.34
out group,12.18
out group,11.07
out group,12.5
out group,10.31
out group,10.02
out group,11.03
out group,12.72
out group,12.37
out group,11.41
out group,11.19
out group,10.19
out group,9.76
out group,11.54
out group,10.8
out group,10.96
out group,11.22
out group,11.54
out group,12.87
out group,11.99
out group,14.2
out group,12.53
out group,11.71
out group,13.01
out group,12.59
out group,10.91
out group,11.07
out group,12.33
out group,9.49
out group,12.41
out group,14.71
out group,13.35
out group,11.4
out group,13.3
out group,10.5
out group,13.32
out group,10.73
out group,12.51
out group,12.46
out group,12.48
out group,12.12
out group,12.97
out group,9.75
out group,13.35
out group,12.61
out group,13.07
out group,11.19
out group,10.6
out group,13.97
out group,12.48
out group,11.84
out group,12.64
out group,12.86
out group,11
out group,12.32
out group,10.4
out group,13.69
out group,10.34
out group,12.89
out group,11.17
out group,12.03
out group,11.81
out group,12.79
out group,13.04
out group,10.4
out group,12.51
out group,11.61
out group,9.85
out group,11
out group,11.44
out group,12.01
out group,12.88
out group,12.97
out group,12.19
out group,13.05
out group,11.2
out group,10.77
out group,11.54
out group,12.31
out group,12.92
out group,10.78
out group,10.81
out group,11.03
out group,11.71
out group,11.51
out group,11.21
out group,11.2
out group,12.76
out group,12.62
out group,14.16
out group,12.83
out group,10.91
out group,13.45
out group,12.46
out group,13.04
out group,12.12
out group,11.66
out group,10.96
out group,11.8
out group,10.39
out group,11.21
out group,12.2
out group,13.65
out group,12
out group,11.93
out group,11.93
out group,12.83
out group,12.77
out group,12.92
out group,11.17
out group,12.29
out group,11
out group,12.29
out group,11.35
out group,11.03
out group,11.47
out group,12.54
out group,11.2
out group,12.07
out group,11.62
out group,13.24
out group,12.74
out group,10.03
out group,11.29
out group,10.37
out group,11.46
out group,13.95
out group,12.69
out group,10.33
out group,13.96
out group,12.82
out group,12.43
out group,12.88
out group,11.22
out group,12.02
out group,13.11
out group,12.59
out group,10.18
out group,12.42
out group,12.05
out group,11
out group,13.74
out group,12.35
out group,12.56
out group,12.43
out group,12.78
out group,13.01
out group,12.5
out group,11.82
out group,11.51
out group,10.25
out group,12.92
out group,12.61
out group,11.24
out group,11.21
out group,13.94
out group,12.08
out group,8.71
out group,13.42
out group,12.28
out group,11.76
out group,11.7
out group,13.54
out group,10.02
out group,12.06
out group,8.69
out group,8.95
out group,8.84
out group,11.17
out group,12.08
out group,12.45
out group,12.92
out group,11.56
out group,11.84
out group,12.04
out group,11.7
out group,9.74
out group,13.27
out group,12.4
out group,12.4
out group,11.43
out group,12.14
out group,11.53
out group,12.31
out group,11.65
out group,12.57
out group,10.95
out group,12.35
out group,12.46
out group,12.04
out group,11.66
out group,10.43
out group,12.41
out group,12.84
out group,12.25
out group,13.05
out group,12.46
out group,12.53
out group,13.01
out group,12.43
out group,12.59
out group,12.57
out group,9.85
out group,11.46
out group,13.48
out group,11.55
out group,11.16
out group,14
out group,11.26
out group,13.1
out group,13.76
out group,12.9
out group,13.05
out group,11.2
out group,13.71
out group,12.95
out group,12.1
out group,12.76
out group,11.2
out group,12.07
out group,11.02
out group,12.69
out group,11.19
out group,13.28
out group,11.43
out group,12.38
out group,12.3
out group,11.38
out group,10.43
out group,12.15
out group,10.01
out group,12.41
out group,13.57
out group,12.95
out group,10.42
out group,13.58
out group,11.11
out group,10.93
out group,12.87
out group,13.76
out group,12.34
out group,11.55
out group,11.52
out group,12.24
out group,12.95
out group,13.31
out group,13.31
out group,13.26
out group,12.06
out group,10.26
out group,10.18
out group,14.65
out group,13.49
out group,12.31
out group,12.26
out group,12.12
out group,11.88
out group,12.7
out group,10.74
out group,13.57
out group,11.32
out group,10.02
out group,12.57
out group,12.84
out group,13.12
out group,13.06
out group,12.81
out group,10.64
out group,13.06
out group,9.87
out group,13.82
out group,11.91
out group,11.07
out group,10.15
out group,12.28
out group,12.43
out group,12.23
out group,13.68
out group,11.67
out group,12.03
out group,11.81
out group,10.52
out group,10.52
out group,11.09
out group,11.68
out group,11.59
out group,12.09
out group,12.28
out group,13.09
out group,12.37
out group,11.69
out group,14.4
out group,11.14
out group,11.24
out group,10.24
out group,12.87
out group,12.58
out group,12.55
out group,12.26
out group,11.62
out group,7.74
out group,12.29
out group,13.15
out group,13.11
out group,11.89
out group,9.26
out group,12.14
out group,14.01
out group,10.4
out group,11.78
out group,13.11
out group,11.53
out group,10.38
out group,12.37
out group,9.79
out group,11.15
out group,12.76
out group,11.96
out group,10.49
out group,8.34
out group,11.96
out group,12.96
out group,11.52
out group,12.3
out group,5.91
out group,13
out group,14.28
out group,11.8
out group,10.66
out group,11.3
out group,13.44
out group,13.63
out group,12.4
out group,11.59
out group,13.24
out group,12.24
out group,13.67
out group,12.63
out group,11.03
out group,12.84
out group,12.88
out group,11.88
out group,11.73
out group,12.01
out group,12.3
out group,10.21
out group,9.63
out group,12.09
out group,11.94
out group,12.19
out group,11.68
out group,10.15
out group,11.05
out group,11.75
out group,12.09
out group,13.33
out group,13.57
out group,12.22
out group,12.3
out group,12.52
out group,12.48
out group,13.3
out group,12.37
out group,10.84
out group,12.37
out group,13.4
out group,10.33
out group,13.52
out group,10.27
out group,10.06
out group,11.26
out group,11.88
out group,13.09
out group,13.1
out group,11.83
out group,12.31
out group,13.14
out group,12.86
out group,13.25
out group,12.07
out group,12.63
out group,8.44
out group,11.6
out group,12.47
out group,10.52
out group,11.55
out group,11.84
out group,13.63
out group,10.49
out group,13
out group,11.44
out group,13.04
out group,12.45
out group,12.28
out group,11.98
out group,13.64
out group,13.51
out group,13.23
out group,13.2
out group,11.53
out group,13.13
out group,14.14
out group,12.59
out group,14
out group,12.93
out group,12.77
out group,13.15
out group,13.53
out group,13.28
out group,13.56
out group,13.28
out group,12.04
out group,13.61
out group,13.13
out group,12.85
out group,12.36
out group,12.83
out group,13.22
out group,12.94
out group,13.5
out group,13.46
out group,13.1
out group,11.97
out group,13.4
out group,13.31
out group,14
out group,11.57
out group,12.87
out group,12.87
out group,12.74
out group,13
out group,12.98
out group,13.4
out group,13.96
out group,14.05
out group,12.8
out group,13.31
out group,13.09
out group,12.67
out group,13.28
out group,12.82
out group,12.02
out group,13.49
out group,11.6
out group,13.53
out group,13.27
out group,12.82
out group,13.83
out group,12.27
out group,12.68
out group,13.65
out group,12.99
out group,13.59
out group,13.56
out group,12.89
out group,12.89
out group,13.99
out group,14.55
out group,13.06
out group,13.19
out group,13.58
out group,13.37
out group,13.58
out group,12.65
out group,13.78
out group,13.83
out group,13.05
out group,13.65
out group,13.04
out group,14.02
out group,13.96
out group,13.26
out group,12.71
out group,13.66
out group,12.32
out group,11.81
out group,12.62
out group,12.07
out group,12.5
out group,12.5
out group,14.03
out group,12.89
out group,13.4
out group,13.9
out group,13.6
out group,13.16
out group,11.94
out group,12.64
out group,13
out group,12.24
out group,12.99
out group,13.5
out group,13.61
out group,12.36
out group,14.25
out group,8.08
out group,9.17
out group,7.87
out group,7.68
out group,6.04
out group,7.48
out group,8.04
out group,6.84
out group,7.11
out group,8.31
out group,7
out group,8.05
out group,6.81
out group,7.08
out group,7.1
out group,7.89
out group,8.02
out group,3.74
out group,6.3
out group,6.56
out group,7.46
out group,4.47
out group,8.68
out group,7.31
out group,8.3
out group,4.58
out group,7.75
out group,6.03
out group,8.2
out group,7.47
out group,7.94
out group,9.35
out group,8.29
out group,6.9
out group,7.89
out group,7.25
out group,8.53
out group,8.47
out group,6.82
out group,6.57
out group,9.85
out group,6.81
out group,6.09
out group,7.89
out group,8.17
out group,8.67
out group,8.68
out group,8.8
out group,7.21
out group,7.41
out group,6.92
out group,6.32
out group,7.8
out group,8.98
out group,7.7
out group,8.34
out group,8.45
out group,8.48
out group,8.84
out group,7.24
out group,6.62
