type,value
DLD1 WT,1
DLD1 WT,1
DLD1 WT,1
DLD1 WT,1
DLD1 Ts13,1.95340568
DLD1 Ts13,1.448775058
DLD1 Ts13,1.681
DLD1 Ts13,2.366838754
