Fold,XGBoost ROC,XGBoost PR,Random Forest ROC,Random Forest PR,Logistic Regression ROC,Logistic Regression PR,Gradient Boosting ROC,Gradient Boosting PR,Bagging ROC,Bagging PR
1,0.7685671417854464,0.7252804975984621,0.7711927981995498,0.7241593362120711,0.5903975993998499,0.48761529630978956,0.8102025506376594,0.7346297098629876,0.7696924231057765,0.7067483980782041
2,0.7644411102775693,0.7721434217864083,0.7771942985746436,0.7440801904515543,0.522880720180045,0.45466210642753047,0.7621905476369093,0.7541512121556226,0.7306826706676669,0.6726267765398921
3,0.6609152288072018,0.6215942606328974,0.660165041260315,0.6292955613226402,0.5303825956489122,0.40410576919561747,0.6729182295573893,0.6042821367934968,0.6372843210802701,0.6483622093824157
4,0.765191297824456,0.7069552445606448,0.7486871717929483,0.6521034447848464,0.6294073518379595,0.4971189779200589,0.751687921980495,0.7048342688676901,0.7325581395348837,0.6603368185831144
5,0.7501875468867217,0.684780208439761,0.7419354838709677,0.6749283167184831,0.6016504126031508,0.5534792849378063,0.7126781695423856,0.6800485824787188,0.7753188297074268,0.7311483428823276
6,0.7186796699174794,0.6462058108988562,0.6856714178544636,0.6076481224837786,0.6459114778694673,0.5881371119969186,0.7074268567141785,0.5853533997969275,0.6740435108777194,0.585979902775162
7,0.759939984996249,0.7271223972288297,0.762940735183796,0.6294957288712172,0.6376594148537135,0.5834987672248544,0.7636909227306826,0.7154770408480375,0.7119279819954989,0.6236809441046134
8,0.724031007751938,0.6532702626903852,0.7395348837209302,0.6281813332095197,0.5658914728682171,0.48185370145621603,0.7011627906976744,0.645211104045666,0.7031007751937984,0.5935230394866504
9,0.7844961240310078,0.7012255030811851,0.7782945736434108,0.6787141395859654,0.5,0.45322630004524755,0.8015503875968992,0.7756813269038038,0.7693798449612403,0.6810118101173642
10,0.6961240310077519,0.6101003805429525,0.727906976744186,0.5703951074898557,0.5558139534883721,0.48386730566401476,0.6581395348837209,0.5599020606640837,0.6782945736434108,0.5181145232808014
Average,0.7392573143285821,0.6848677987460382,0.7393523380845212,0.6539001281129931,0.5779994998749688,0.4987564621178054,0.7341647911977994,0.6759570842417034,0.7182283070767692,0.6421532765230545
