Arm,Type,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Essentiality score (CRISPR),RNAi essentiality score,Fetus development,Childhood development,Young development,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,CRISPR essential gene density,Essential gene density (Nichols),Label,Normal tissue expression,TCGA expression
22q,BLCA,1.257743019,0,0,,,-0.942264918,,,1.184182336,2.311374231,,,,0.016908213,0.004830918,-0.400227613,-0.624076787,0.109625668,-1,0.554358627,0.569176793
22q,BRCA,1.444537855,0.166603903,0.778205644,0.088405,1.705268136,-0.495661652,0.34832103,,1.474555192,1.507346466,,,,0.016908213,0.004830918,-0.30017071,1.872230031,0.109625668,-1,0.204810822,0.042673762
22q,CESC,1.219506043,0,0.488557204,,,-1.413577568,,,,,,,,0.016908213,0.004830918,-0.350199162,,0.109625668,-1,0.284960697,0.515076808
22q,COAD,1.506583972,0.349828744,1.477652315,0.060376,1.095032453,-0.760806581,0.202891665,,1.256054547,1.599915608,,,,0.016908213,0.004830918,-0.275156484,0.208025596,0.109625668,-1,0.202695386,0.34434152
22q,ESCA,1.151512757,0.273645973,0.109383803,0.0507745,0.543765801,-1.021927971,0.425308506,,1.521481336,1.060901961,,,,0.016908213,0.004830918,-0.200113807,0.208025596,0.109625668,-1,0.327398548,0.195555591
22q,GBM,1.308900776,1.358924756,1.19993263,0.08911625,1.684231458,-1.870183611,1.569020281,1.781689061,,,1.743785278,1.925894149,1.823724256,0.016908213,0.004830918,0.400227613,,0.109625668,-1,0.397714201,0.161330198
22q,KICH,1.758630893,1.284018529,1.991081956,,,-1.351750312,,1.28849612,0.608740156,1.393726402,1.225634579,1.378716645,1.628141986,0.016908213,0.004830918,0.150085355,-1.040127813,0.109625668,0,0.195242488,0.56671661
22q,KIRC,1.758630893,1.284018529,1.991081956,,,-1.351750312,,1.28849612,0.608740156,1.393726402,1.225634579,1.378716645,1.628141986,0.016908213,0.004830918,0.150085355,-1.040127813,0.109625668,0,0.195242488,0.38233129
22q,KIRP,1.758630893,1.284018529,1.991081956,,,-1.351750312,,1.28849612,0.608740156,1.393726402,1.225634579,1.378716645,1.628141986,0.016908213,0.004830918,0.150085355,-1.040127813,0.109625668,-1,0.195242488,0.569618282
22q,LAML,1.368634316,3.80574129,3.146946464,0.054818,0.98184079,-5.709353615,2.48521502,,1.131118347,1.674295991,,,,0.016908213,0.004830918,3.101764005,-1.040127813,0.109625668,1,0.666346247,0.328475793
22q,LGG,1.308900776,1.358924756,1.19993263,0.08911625,1.684231458,-1.870183611,1.569020281,1.781689061,,,1.743785278,1.925894149,1.823724256,0.016908213,0.004830918,0.400227613,,0.109625668,-1,0.397714201,0.355212712
22q,LIHC,1.807528651,2.567089225,2.85270954,0.054972,2.092289668,-4.658732347,0.775791632,1.862023124,1.642567366,1.467873931,2.245670703,1.974893603,1.961581018,0.016908213,0.004830918,2.201251874,-1.040127813,0.109625668,0,0.5890063,0.572795971
22q,LUAD,1.801530567,1.461562718,1.958749687,0.141954,0.664453294,-1.411709955,1.303333617,,0.627654225,0.735670346,,,,0.016908213,0.004830918,-0.100056903,0.208025596,0.109625668,-1,0.154840832,0.198075432
22q,LUSC,1.801530567,1.461562718,1.958749687,0.141954,0.664453294,-1.411709955,1.303333617,,0.627654225,0.735670346,,,,0.016908213,0.004830918,-0.100056903,0.208025596,0.109625668,1,0.154840832,0.611394573
22q,OV,1.368583714,1.151938784,0.829687611,0.09671,1.908936159,-1.868342426,0.178806637,0.957333873,0.743360126,1.211784341,1.906166627,,,0.016908213,0.004830918,0.100056903,-0.624076787,0.109625668,-1,0.060220757,0.384731342
22q,PAAD,1.549993168,1.419142442,2.244745575,,1.349100769,-1.98752102,,,1.105642364,1.715961648,,,,0.016908213,0.004830918,0.500284517,-0.624076787,0.109625668,-1,0.379219677,0.342018761
22q,PRAD,1.418160222,0.100547788,0.822163521,0.097255,1.725017633,-1.413763005,0.555024129,,2.725145516,2.066752115,,,,0.016908213,0.004830918,-0.050028452,-0.208025596,0.109625668,-1,0.776580625,0.528450264
22q,SKCM,1.814709381,1.439972473,2.299596473,0.08302775,0.398744945,-1.533542269,0.50561973,,1.800856228,1.402751106,,,,0.016908213,0.004830918,0.175099581,0.624076622,0.109625668,1,0.245841628,0.701832796
22q,STAD,1.654228379,0.405665825,1.712828919,0.072218,1.480866497,-0.611697381,,,,,,,,0.016908213,0.004830918,-0.200113807,,0.109625668,-1,0.276188005,0.466850269
22q,TGCT,3.178670513,2.792657995,5.364309061,0.169546,1.098577521,-7.009260516,3.295002994,2.167526569,,,1.220930081,1.78505418,2.041206308,0.016908213,0.004830918,3.351906263,,0.109625668,0,0.962278419,0.17110423
22q,THYM,1.368583714,0.398779197,0.857969178,0.052721,0.096615404,-1.020713202,0.324569986,,2.556815458,,,,,0.016908213,0.004830918,0.200113807,2.704332249,0.109625668,-1,0.72095622,1
22q,UCEC,1.095561124,0,0,0.1005155,2.283566062,-1.139786778,0.237773252,,1.270208916,1.322824703,,,,0.016908213,0.004830918,-0.30017071,-1.040127813,0.109625668,-1,0.315248774,0.896192924
22q,UCS,1.095561124,0,0,0.1005155,2.283566062,-1.139786778,0.237773252,,1.270208916,1.322824703,,,,0.016908213,0.004830918,-0.30017071,-1.040127813,0.109625668,-1,0.315248774,0.090288908
9q,ACC,1.736235959,1.94011551,1.706077314,,1.492176562,-1.505793128,,,,,,,,0.005535055,0.011070111,0.521750181,,0.075555556,0,0.371837318,0.598613958
9q,BLCA,1.379597032,0,0,,,-1.306879564,,,1.03279373,2.157283545,,,,0.005535055,0.011070111,-0.200673147,0.72487329,0.075555556,-1,0.887634623,0.302174181
9q,BRCA,1.581162614,0.152183578,0.870883034,0.087895,1.773505193,-0.967812653,0.344662442,,0.958605027,1.114738924,,,,0.005535055,0.011070111,-0.361211664,1.087310027,0.075555556,-1,0.228084698,0.461252387
9q,CESC,1.141508164,0.044052323,0.476839536,,,-1.409629725,,,,,,,,0.005535055,0.011070111,-0.240807776,,0.075555556,0,0.505585764,0.392492507
9q,COAD,1.428732084,0.557392413,1.011605209,0.079743,1.183423641,-1.165594883,0.28036721,,1.221635053,1.325044671,,,,0.005535055,0.011070111,0,0,0.075555556,0,1,0.705973183
9q,ESCA,0.986628882,0.592426189,0,0.063284,0.713658773,-1.212587387,0.339315125,,1.34294734,1.018577543,,,,0.005535055,0.011070111,-0.040134629,-1.812183316,0.075555556,-1,0.62694828,0.362726863
9q,GBM,1.401057801,1.27384704,1.441153384,0.06190075,1.742832693,-1.635195549,1.746376018,1.892507199,,,1.657603961,1.877742635,1.808319638,0.005535055,0.011070111,0.160538517,,0.075555556,-1,0.258837579,0.295607921
9q,KICH,1.479507245,0.945912293,1.584335609,,,-1.129381295,,1.184275042,1.302588268,1.561096454,1.414769182,1.583795806,1.437891039,0.005535055,0.011070111,-0.040134629,0,0.075555556,0,0.152615225,0.446325268
9q,KIRC,1.479507245,0.945912293,1.584335609,,,-1.129381295,,1.184275042,1.302588268,1.561096454,1.414769182,1.583795806,1.437891039,0.005535055,0.011070111,-0.040134629,0,0.075555556,-1,0.152615225,0.322151563
9q,KIRP,1.479507245,0.945912293,1.584335609,,,-1.129381295,,1.184275042,1.302588268,1.561096454,1.414769182,1.583795806,1.437891039,0.005535055,0.011070111,-0.040134629,0,0.075555556,0,0.152615225,0.300458065
9q,LAML,1.495078579,4.065148123,3.10137365,0.0261675,0.924651701,-4.387301974,1.581768734,,1.516910925,1.980154321,,,,0.005535055,0.011070111,2.327808502,-0.362436737,0.075555556,0,0.501636667,0.682407415
9q,LGG,1.401057801,1.27384704,1.441153384,0.06190075,1.742832693,-1.635195549,1.746376018,1.892507199,,,1.657603961,1.877742635,1.808319638,0.005535055,0.011070111,0.160538517,,0.075555556,-1,0.258837579,0.378125033
9q,LIHC,2.144636421,2.693713419,2.873467508,0.037169,2.054525355,-3.620468296,0.728620249,1.787232804,1.232480274,1.810725516,2.185220288,1.956631377,1.96673008,0.005535055,0.011070111,2.287673872,0,0.075555556,-1,0.446130944,0.348477791
9q,LUAD,1.903324957,1.52708815,2.053732605,0.109592,0.724710367,-0.489297438,1.112864842,,0.794775966,0.630794506,,,,0.005535055,0.011070111,-0.280942405,0,0.075555556,-1,0.142824763,0.247943584
9q,LUSC,1.903324957,1.52708815,2.053732605,0.109592,0.724710367,-0.489297438,1.112864842,,0.794775966,0.630794506,,,,0.005535055,0.011070111,-0.280942405,0,0.075555556,-1,0.142824763,0.593333332
9q,OV,1.251614911,0.888201624,1.240009609,0.10758,1.891052221,-1.275655057,0.233772814,0.955563254,1.115016133,1.150920763,1.982469137,,,0.005535055,0.011070111,0,0,0.075555556,-1,0.30558877,0.577793622
9q,PAAD,1.643077312,1.610191045,1.652443215,,1.322858145,-1.303681194,,,1.505570697,1.662585059,,,,0.005535055,0.011070111,0.842827216,-1.087310027,0.075555556,-1,0.614545272,0.426431775
9q,PRAD,1.517978507,0.348131418,1.357054672,0.0835525,1.616177494,-1.065427477,0.514463018,,2.86158622,1.830483891,,,,0.005535055,0.011070111,-0.321077035,1.812183316,0.075555556,1,0.423099594,0.621428239
9q,SKCM,1.684320109,1.655939811,2.383979466,0.085072,0.469213474,-1.898258428,0.663244552,,1.274850835,1.427421518,,,,0.005535055,0.011070111,0.441480923,0,0.075555556,-1,0.329015784,0.257036497
9q,STAD,1.525729267,0.837990605,1.40629814,0.0981475,1.451156691,-1.176695115,,,,,,,,0.005535055,0.011070111,-0.120403888,,0.075555556,-1,0.668560584,0.540384075
9q,TGCT,2.879846961,2.551290452,5.051585743,0.146174,0.972695313,-5.505710623,1.851286397,2.134739595,,,1.427823672,1.992651172,2.040461732,0.005535055,0.011070111,3.531847382,,0.075555556,-1,0.876975456,0.260897413
9q,THYM,1.112122628,0.369597662,0.530272556,0.0523535,0.165743354,-1.681477051,0.470085881,,1.043680313,,,,,0.005535055,0.011070111,-0.120403888,-1.812183316,0.075555556,0,0.346964036,0.638268921
9q,UCEC,0.930712534,0,0,0.109681,2.00675502,-1.238693441,0.32727599,,1.74820637,1.390368038,,,,0.005535055,0.011070111,-0.160538517,1.44974658,0.075555556,-1,0.513724584,0.579608191
9q,UCS,0.930712534,0,0,0.109681,2.00675502,-1.238693441,0.32727599,,1.74820637,1.390368038,,,,0.005535055,0.011070111,-0.160538517,1.44974658,0.075555556,-1,0.513724584,0.525845142
10q,ACC,1.540509091,1.386889136,1.923374117,,1.533290592,-1.772536326,,,,,,,,0.014571949,0.010928962,0.720041828,,0.057082452,0,0.439529815,0.60369275
10q,BLCA,1.028374329,0.3245604,0.004708221,,,-1.483455571,,,1.068077849,2.110098561,,,,0.014571949,0.010928962,-0.473170344,-1.098234134,0.057082452,-1,0.808648468,0.593615491
10q,BRCA,1.556774738,0.276455135,1.132411275,0.087588,1.698000161,-0.762327455,0.348983594,,1.143663174,1.136096043,,,,0.014571949,0.010928962,-0.308589355,-0.73215596,0.057082452,0,0.309856626,0.515387551
10q,CESC,1.158718539,0.113345873,0.577851327,,,-1.312905242,,,,,,,,0.014571949,0.010928962,-0.246871484,,0.057082452,-1,0.293717066,0.296335281
10q,COAD,1.322239854,0.500057351,1.163737577,0.070865,1.203479953,-0.931126179,0.347647927,,1.23520601,1.638511884,,,,0.014571949,0.010928962,0,0,0.057082452,0,0.602504863,0.957960687
10q,ESCA,1.053564963,0.544253502,0.049289041,0.05797625,0.594588347,-1.224147645,0.350015506,,1.159889414,1.261834269,,,,0.014571949,0.010928962,-0.185153613,-0.36607798,0.057082452,0,0.369620501,0.192057995
10q,GBM,1.40262098,1.333256799,1.282045085,0.081577625,1.658375223,-1.532025736,1.572614568,1.828921741,,,1.63597735,1.924461595,1.79622865,0.014571949,0.010928962,0.637751333,,0.057082452,-1,0.649544837,0.235431643
10q,KICH,1.64620746,0.793492873,1.672126354,,,-1.783500782,,1.248018006,1.404893444,1.395698932,1.665060438,1.372274985,1.797448264,0.014571949,0.010928962,0.082290495,-0.73215596,0.057082452,-1,0.213020744,0.2185523
10q,KIRC,1.64620746,0.793492873,1.672126354,,,-1.783500782,,1.248018006,1.404893444,1.395698932,1.665060438,1.372274985,1.797448264,0.014571949,0.010928962,0.082290495,-0.73215596,0.057082452,-1,0.213020744,0.461137698
10q,KIRP,1.64620746,0.793492873,1.672126354,,,-1.783500782,,1.248018006,1.404893444,1.395698932,1.665060438,1.372274985,1.797448264,0.014571949,0.010928962,0.082290495,-0.73215596,0.057082452,0,0.213020744,0.496728097
10q,LAML,1.411745999,3.542120338,2.971133016,0.0202835,1.027031202,-4.597177868,1.762961596,,1.37251599,1.637894728,,,,0.014571949,0.010928962,2.118980235,0,0.057082452,0,0.432961537,0.327991158
10q,LGG,1.40262098,1.333256799,1.282045085,0.081577625,1.658375223,-1.532025736,1.572614568,1.828921741,,,1.63597735,1.924461595,1.79622865,0.014571949,0.010928962,0.637751333,,0.057082452,-1,0.649544837,0.748025302
10q,LIHC,1.479452952,2.386537386,2.482073742,0.072172,1.99027474,-4.208115994,0.291691599,1.803325489,1.45179751,1.641450214,2.220273375,1.999947164,1.991912433,0.014571949,0.010928962,1.954399246,-1.098234134,0.057082452,-1,0.834241517,0.569392929
10q,LUAD,1.674288229,1.161680774,1.76211038,0.1179795,0.72413491,-1.036387993,1.205163453,,0.686528335,0.690252769,,,,0.014571949,0.010928962,-0.020572624,-0.36607798,0.057082452,0,0.071193246,0.489124524
10q,LUSC,1.674288229,1.161680774,1.76211038,0.1179795,0.72413491,-1.036387993,1.205163453,,0.686528335,0.690252769,,,,0.014571949,0.010928962,-0.020572624,-0.36607798,0.057082452,-1,0.071193246,0.498612198
10q,OV,0.875451779,1.331193289,0.76230515,0.10178625,1.960304659,-1.755688317,0.185074824,0.90088317,0.740183653,1.426342318,1.795617198,,,0.014571949,0.010928962,0.102863118,-1.098234134,0.057082452,0,0.032414786,0.450134668
10q,PAAD,1.490496751,1.289899112,1.821993055,,1.217903631,-3.397653557,,,0.931564478,1.483876939,,,,0.014571949,0.010928962,1.008058559,-2.196468075,0.057082452,0,0.747777113,0.739908482
10q,PRAD,1.497604955,0.25795565,0.960392077,0.06522775,1.631322778,-0.841406172,0.408993589,,2.746934871,1.98915997,,,,0.014571949,0.010928962,-0.432025097,1.098233941,0.057082452,-1,0.192971538,0.419052207
10q,SKCM,1.666007975,1.80787537,2.228514981,0.086848625,0.427622928,-1.301941439,0.502117891,,1.015120796,1.297632333,,,,0.014571949,0.010928962,0.843477569,0,0.057082452,-1,0.538546596,0.176572577
10q,STAD,1.45113199,0.404450549,1.19993263,0.081198,1.53585942,-1.036842166,,,,,,,,0.014571949,0.010928962,-0.144008366,,0.057082452,0,0.40135652,0.647791903
10q,TGCT,3.16900016,2.57818741,5.079767003,0.1413015,1.074204817,-4.523225025,0.799851571,2.120362472,,,1.225294104,1.909284737,2.039788462,0.014571949,0.010928962,2.20127073,,0.057082452,-1,0.265492024,0.450668734
10q,THYM,1.207967585,0.1830276,0.913580881,0.045664,0.247665739,-1.370696968,0.413987722,,2.220339512,,,,,0.014571949,0.010928962,-0.185153613,0,0.057082452,0,0.125106986,0.268271292
10q,UCEC,1.073008396,0.128038076,0,0.112771,2.238563826,-1.327532542,0.183933273,,1.355219766,1.150984302,,,,0.014571949,0.010928962,-0.267444107,-1.098234134,0.057082452,1,0.563045066,0.205339993
10q,UCS,1.073008396,0.128038076,0,0.112771,2.238563826,-1.327532542,0.183933273,,1.355219766,1.150984302,,,,0.014571949,0.010928962,-0.267444107,-1.098234134,0.057082452,0,0.563045066,0.528128794
10p,ACC,1.433014121,1.66827416,2.465736376,,1.673808355,-1.407629541,,,,,,,,0.026315789,0.013157895,0.13304815,,0.0859375,0,0.102433745,0.304450595
10p,BLCA,1.19993263,0.618883805,0,,,-0.541570165,,,1.268947761,2.658735294,,,,0.026315789,0.013157895,-0.399144449,-0.766163742,0.0859375,0,0.862366234,0.110434806
10p,BRCA,1.44883728,0.160931873,1.467705915,0.108684,1.73383311,-1.517704137,0.440132679,,1.060111414,1.045851938,,,,0.026315789,0.013157895,-0.2660963,0.766163852,0.0859375,0,0.83002733,0.907226282
10p,CESC,1.007394334,-0.200040012,0.365519448,,,-0.628850475,,,,,,,,0.026315789,0.013157895,-0.332620374,,0.0859375,0,0,0.328892851
10p,COAD,1.582879933,0.866159153,1.621747615,0.085375,1.305443344,-1.117248133,0.329191375,,1.389328221,1.252116515,,,,0.026315789,0.013157895,0.2660963,0,0.0859375,0,0.7299865,0.225206076
10p,ESCA,0.994872301,0.693361014,0,0.066057,0.670500547,-1.682511028,0.64977415,,1.539619199,1.619922273,,,,0.026315789,0.013157895,-0.2660963,0,0.0859375,0,0.700439295,0.267419518
10p,GBM,1.279204298,1.084695689,1.247151899,0.027097,1.629461637,-1.213212944,1.010028183,1.858048965,,,1.458977879,1.627591496,1.675157335,0.026315789,0.013157895,0.399144449,,0.0859375,-1,0.314414377,0.525678972
10p,KICH,1.479236855,1.145405382,1.820352851,,,-0.711141858,,1.193607671,1.209635767,1.785003119,1.630197271,1.650703217,1.781223739,0.026315789,0.013157895,0,0.766163852,0.0859375,-1,0.067012594,0.359165622
10p,KIRC,1.479236855,1.145405382,1.820352851,,,-0.711141858,,1.193607671,1.209635767,1.785003119,1.630197271,1.650703217,1.781223739,0.026315789,0.013157895,0,0.766163852,0.0859375,0,0.067012594,0.523344361
10p,KIRP,1.479236855,1.145405382,1.820352851,,,-0.711141858,,1.193607671,1.209635767,1.785003119,1.630197271,1.650703217,1.781223739,0.026315789,0.013157895,0,0.766163852,0.0859375,0,0.067012594,0.589412006
10p,LAML,0.645569303,3.652621911,2.690035047,0.03761,1.006999901,-3.791594383,2.577740123,,1.436742873,1.475168431,,,,0.026315789,0.013157895,1.197433348,0.766163852,0.0859375,0,0.053732662,0.289125168
10p,LGG,1.279204298,1.084695689,1.247151899,0.027097,1.629461637,-1.213212944,1.010028183,1.858048965,,,1.458977879,1.627591496,1.675157335,0.026315789,0.013157895,0.399144449,,0.0859375,-1,0.314414377,0.447875612
10p,LIHC,1.778295407,2.961146457,2.614993432,0.064491,2.034506846,-2.346355344,1.762873762,1.776739932,0.654445739,1.467151756,2.238055017,1.982096228,2.00449907,0.026315789,0.013157895,1.995722246,-2.298491336,0.0859375,0,0.791382534,0.817942341
10p,LUAD,1.422558666,1.861105048,1.767345442,0.120477,0.71647001,-0.466797693,1.258509433,,0.709017748,0.581219286,,,,0.026315789,0.013157895,0,0,0.0859375,0,0.396584503,0.748340679
10p,LUSC,1.422558666,1.861105048,1.767345442,0.120477,0.71647001,-0.466797693,1.258509433,,0.709017748,0.581219286,,,,0.026315789,0.013157895,0,0,0.0859375,-1,0.396584503,0.566836156
10p,OV,1.242929656,1.304724962,1.467705915,0.13013,2.028943568,-1.841002173,0.246158294,1.202257321,1.015584224,1.44300249,1.4194746,,,0.026315789,0.013157895,-0.13304815,-1.532327594,0.0859375,0,0.055978603,0
10p,PAAD,1.333611082,1.508969111,1.958749687,,1.128910369,-2.337393099,,,1.475267057,1.548544724,,,,0.026315789,0.013157895,0.2660963,-2.298491336,0.0859375,0,0.265696271,0.423533357
10p,PRAD,1.292575965,0.133338468,1.034749762,0.091098,1.511658827,-0.412019476,0.832898846,,2.778238955,1.954704206,,,,0.026315789,0.013157895,-0.2660963,-2.298491336,0.0859375,0,0,0.251434989
10p,SKCM,1.935094868,1.577063006,2.694495004,0.091267,0.47667569,-1.687383909,0.430872494,,1.228016775,0.995350683,,,,0.026315789,0.013157895,0.332620374,-0.766163742,0.0859375,-1,0.21281636,1
10p,STAD,1.333611082,1.177376262,1.476166988,0.090996,1.618880338,-0.625640261,,,,,,,,0.026315789,0.013157895,-0.2660963,,0.0859375,0,0.465268179,0.170292788
10p,TGCT,2.828507077,3.219171579,5.212015936,0.112721,0.961572838,-6.634346956,0.897124993,2.173946963,,,1.013184579,1.999731444,2.040959173,0.026315789,0.013157895,2.527914845,,0.0859375,-1,0.807617399,0.186649238
10p,THYM,1.387195751,0.958457673,1.767521169,0.070996,0.010533705,-0.358193059,0.443447804,,2.216890074,,,,,0.026315789,0.013157895,-0.13304815,-0.766163742,0.0859375,0,0.272833354,0.851717412
10p,UCEC,0.944329669,-0.226908689,0,0.12885,1.910524808,-0.724762695,0.182053593,,1.063235269,1.365153197,,,,0.026315789,0.013157895,-0.399144449,-0.766163742,0.0859375,1,0.417479643,0
10p,UCS,0.944329669,-0.226908689,0,0.12885,1.910524808,-0.724762695,0.182053593,,1.063235269,1.365153197,,,,0.026315789,0.013157895,-0.399144449,-0.766163742,0.0859375,-1,0.417479643,0.65020104
18p,ACC,1.668702673,0.703491727,1.069572393,,1.381486317,-1.388673628,,,,,,,,0,0,0.573584985,,0.107142857,0,0.556822424,0.60777913
18p,BLCA,1.095600639,0.052790916,0,,,-0.586443814,,,1.610830642,2.06777983,,,,0,0,-0.286792492,0,0.107142857,0,0.531007211,0.668457263
18p,BRCA,1.494910484,0.185445075,1.25387404,0.108163,1.511713047,-0.660461125,0.223334922,,1.26045375,1.255354992,,,,0,0,0,0,0.107142857,-1,0.620553512,0.771532285
18p,CESC,1.332036305,0.917583022,1.725453191,,,-1.114162915,,,,,,,,0,0,0,,0.107142857,0,0.525346134,0.5400889
18p,COAD,1.410186303,0.69107302,1.107633447,0.092486,1.171764372,-0.710544585,0.334800986,,1.387694093,1.473669667,,,,0,0,-0.286792492,1.745907435,0.107142857,-1,0,0
18p,ESCA,1.082817841,0.670681563,0,0.080471,0.482605606,-0.736266165,0.347135137,,1.895675933,1.4414693,,,,0,0,0,0,0.107142857,-1,0.290902654,0.508253116
18p,GBM,1.412586972,1.234242371,1.522706998,0.0294275,1.782979806,-2.00611427,1.251072606,2.066275492,,,1.954710532,2.000740323,1.835404314,0,0,0.573584985,,0.107142857,0,0.49630681,0.19328653
18p,KICH,1.330701132,0.568102576,2.130889723,,,-1.551004484,,1.521964385,1.000283626,1.368305939,1.576770196,1.731032139,1.644942443,0,0,0,1.745907435,0.107142857,0,0.257573482,0.415780956
18p,KIRC,1.330701132,0.568102576,2.130889723,,,-1.551004484,,1.521964385,1.000283626,1.368305939,1.576770196,1.731032139,1.644942443,0,0,0,1.745907435,0.107142857,-1,0.257573482,0.400442702
18p,KIRP,1.330701132,0.568102576,2.130889723,,,-1.551004484,,1.521964385,1.000283626,1.368305939,1.576770196,1.731032139,1.644942443,0,0,0,1.745907435,0.107142857,0,0.257573482,0.381684305
18p,LAML,0.726385967,3.519929488,3.06901742,0.010108,0.931618702,-5.23276376,0.978679986,,1.148290071,1.215925645,,,,0,0,2.867924924,0,0.107142857,0,0.516465248,0.211903505
18p,LGG,1.412586972,1.234242371,1.522706998,0.0294275,1.782979806,-2.00611427,1.251072606,2.066275492,,,1.954710532,2.000740323,1.835404314,0,0,0.573584985,,0.107142857,-1,0.49630681,0
18p,LIHC,0.828180395,2.166193914,1.193351045,0.0075445,1.719396517,-2.79805693,0.787148906,1.774000848,1.416948913,1.846306073,1.749280612,1.585519239,1.528114577,0,0,0.860377477,1.745907435,0.107142857,0,0.034103997,0.347945763
18p,LUAD,2.346106107,2.810153936,2.521908277,0.09571,0.683060841,-0.291014967,1.124182924,,0.778449665,0.770294163,,,,0,0,0,1.745907435,0.107142857,-1,0.389677428,0.77536148
18p,LUSC,2.346106107,2.810153936,2.521908277,0.09571,0.683060841,-0.291014967,1.124182924,,0.778449665,0.770294163,,,,0,0,0,1.745907435,0.107142857,0,0.389677428,0.558475318
18p,OV,0.718218616,0.893460586,0.373812092,0.131064,2.269710336,-0.656729233,0.245796563,0.612896075,1.277902864,1.189457816,2.220204578,,,0,0,-0.286792492,0,0.107142857,-1,0,0.26909692
18p,PAAD,1.042107425,0.868014545,0.947703236,,1.16023377,-3.238803985,,,1.665464939,1.763909628,,,,0,0,0.286792492,0,0.107142857,-1,0.124883055,0.191900218
18p,PRAD,1.241276308,0.378884837,1.644418551,0.073901,1.576954484,-0.00840872,0.307167833,,2.526016935,2.09577768,,,,0,0,-0.286792492,1.745907435,0.107142857,-1,0.74767213,0.002721916
18p,SKCM,1.437911661,1.126639195,2.190591222,0.134874,0.300698235,-0.941335107,0.272276728,,0.941130785,1.401136779,,,,0,0,0.716981231,0,0.107142857,-1,0.468941344,0.502542375
18p,STAD,1.657375145,0.64037375,2.110663816,0.093196,1.534956727,-0.039369244,,,,,,,,0,0,-0.286792492,,0.107142857,-1,0,0
18p,TGCT,1.668702673,2.0813098,3.820585911,0.152123,0.709854632,-7.142749166,0.327497724,1.860044696,,,0.972518619,1.889265907,2.041241305,0,0,3.154717416,,0.107142857,-1,0.999924866,0.269399267
18p,THYM,1.339841578,0.282892701,0.573483916,0.0400785,0.194216503,-0.134640714,0.28016129,,1.481119246,,,,,0,0,0,-1.745907435,0.107142857,0,0.658162277,0.922390738
18p,UCEC,1.230077717,0.472378073,0,0.11929,1.881797323,-1.544604203,0.086577125,,1.246832558,1.396748579,,,,0,0,-0.286792492,0,0.107142857,0,0,0.093522801
18p,UCS,1.230077717,0.472378073,0,0.11929,1.881797323,-1.544604203,0.086577125,,1.246832558,1.396748579,,,,0,0,-0.286792492,0,0.107142857,0,0,0.15565706
15q,ACC,1.507910776,1.458722893,2.042476033,,1.54176806,-1.076481509,,,,,,,,0.022140221,0.009225092,0.134576003,,0.080508475,0,0.228467639,0.365689996
15q,BLCA,1.305760828,0.01726415,0,,,-1.228660284,,,1.259516758,2.456800924,,,,0.022140221,0.009225092,-0.442178296,0.643026619,0.080508475,-1,0.55981461,0.42532086
15q,BRCA,1.387195751,0.118802542,0.715173268,0.0811735,1.660502211,-0.392467032,0.346712891,,1.430464366,1.176527421,,,,0.022140221,0.009225092,-0.403728009,-1.28605307,0.080508475,-1,0.26957134,0.508348868
15q,CESC,1.154818245,0.046423835,0.671011171,,,-1.814929418,,,,,,,,0.022140221,0.009225092,-0.211476576,,0.080508475,0,0.606737146,0.721233287
15q,COAD,1.429770264,0.556038251,1.343738179,0.06435025,1.165473885,-1.195922846,0.459918065,,1.727866603,1.4798838,,,,0.022140221,0.009225092,0,1.28605307,0.080508475,-1,0.621634073,0.653493575
15q,ESCA,1.305760828,0.731318327,0.109182543,0.0716045,0.680082934,-1.222016172,0.44080612,,1.598700657,1.176382929,,,,0.022140221,0.009225092,-0.17302629,0,0.080508475,0,0.442550569,0.308964894
15q,GBM,1.489028325,1.389877148,1.334005371,0.087581625,1.575056775,-1.701986384,1.731572209,1.708621812,,,1.534220329,1.854418353,1.69697847,0.022140221,0.009225092,0.17302629,,0.080508475,-1,0.318969323,0.347980224
15q,KICH,1.622377723,1.10469842,2.278397474,,,-1.133770212,,1.063655884,0.948699383,1.482465622,1.540394878,1.502523372,1.702628348,0.022140221,0.009225092,-0.05767543,-0.32151331,0.080508475,0,0.033791516,0.613679714
15q,KIRC,1.622377723,1.10469842,2.278397474,,,-1.133770212,,1.063655884,0.948699383,1.482465622,1.540394878,1.502523372,1.702628348,0.022140221,0.009225092,-0.05767543,-0.32151331,0.080508475,0,0.033791516,0.270455334
15q,KIRP,1.622377723,1.10469842,2.278397474,,,-1.133770212,,1.063655884,0.948699383,1.482465622,1.540394878,1.502523372,1.702628348,0.022140221,0.009225092,-0.05767543,-0.32151331,0.080508475,0,0.033791516,0.232526722
15q,LAML,0.832479765,3.84447089,3.10137365,0.023783,1.147501419,-5.055131355,1.520126704,,1.253560268,1.395122649,,,,0.022140221,0.009225092,2.018640047,-0.32151331,0.080508475,0,0.543027447,0.585763355
15q,LGG,1.489028325,1.389877148,1.334005371,0.087581625,1.575056775,-1.701986384,1.731572209,1.708621812,,,1.534220329,1.854418353,1.69697847,0.022140221,0.009225092,0.17302629,,0.080508475,-1,0.318969323,0.376078291
