Instance,Normal tissue expression,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Fetus development,Childhood development,Young development,TCGA expression,CRISPR essentiality score,RNAI essentiality score,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,Essential gene density (CRISPR),Essential gene density (Nichols)
PRAD-12.0,-0.3159759,-0.42744267,-0.33787018,-0.09514376,-0.03977704,0.18829703,-0.06330901,-0.11571452,-0.015164822,-0.17966497,0.020317482,-0.11257382,0.26662624,-0.24450527,0.18649647,-0.51977843,-2.2147982,-0.47898182,-0.7261145,-0.37703794
SKCM-12.0,-0.070313014,0.50451696,-0.13219215,0.17256029,0.24365221,0.030435951,-1.2718446,0.25546917,-0.12763852,-0.23387717,0.0777593,-0.13055581,-1.0989583,-0.42982134,-0.4041559,-0.30958468,-1.4373277,0.15848291,0.7545115,0.01162193
STAD-12.0,0.035171464,-0.5644209,0.045421712,-0.8362462,-0.36334097,-0.13095109,1.4095949,-0.17897049,-0.012807244,-0.17699678,0.018776994,-0.12503813,0.8615275,-0.022410233,-0.2228612,-0.40325513,-2.2210257,-0.75959796,-0.136876,-0.22041209
THYM-12.0,-0.05265687,-0.38676882,-0.108046554,-0.020953383,0.13616505,-0.19238143,0.22866404,-0.49460307,-0.012684915,-0.11877468,0.031849034,-0.11106865,-1.0678539,-0.0724822,-0.27881995,-0.26991454,-2.0695972,-0.70567226,1.1379498,-0.16269287
UCEC-12.0,0.31079113,-0.49765193,-0.1551057,0.07492717,-0.16703044,-0.08907858,-0.3013023,0.13007927,-0.017758034,-0.22474903,0.022097982,-0.0812711,0.3668543,-0.23234925,-0.26269913,-0.63771987,-2.3013642,-0.3734492,-0.81978256,-0.3983283
UCS-12.0,0.23983407,-0.41798833,-0.17028172,0.18028408,-0.08158269,-0.037503388,-0.2583333,0.04398165,-0.015074376,-0.20114583,0.026023727,-0.09859729,-0.1699833,-0.24079797,-0.27958953,-0.5724542,-2.4321163,-0.322729,-0.79576963,-0.41382295
ACC-11.0,-0.25634187,-0.41581753,-0.1091857,-0.76171774,-0.45925465,-0.12827717,-0.36210763,-0.10436903,-0.07681614,-0.26911518,0.04278906,-0.09119328,0.6032664,-0.02862769,-0.4331146,-1.1843894,0.8590363,-0.010513429,0.030137498,-0.59487206
BLCA-11.0,0.038521476,0.09584539,0.4918103,0.48609874,-0.19299935,-0.09012788,0.16899514,0.023131661,0.002290601,-0.12959334,0.03067518,-0.051597368,1.4123067,0.45746723,0.9133443,-0.5438928,1.5412756,-0.06503224,0.4177189,-0.48669168
BRCA-11.0,0.38163117,0.00665712,0.22560656,0.22973502,0.5815072,0.3436437,2.465064,-0.03810138,-0.009244578,-0.11509865,0.01970769,-0.0438022,0.62692153,0.2616874,0.14996795,-0.5930535,1.2182784,0.31511718,-0.79544824,-0.59799033
CESC-11.0,0.82295144,-0.036745153,0.40103966,0.6579205,-0.32447398,-0.06245649,0.48332953,0.02433957,-0.023443608,-0.1287905,0.027139887,-0.040349748,0.7161958,0.14325225,-0.17842923,-0.9475518,1.6054975,0.13768916,0.2445774,-0.52294
COAD-11.0,-0.19310868,-0.07616024,-0.117796496,0.1011062,-0.10956991,-0.20181786,0.33040363,0.0676096,-0.036233075,-0.15579785,0.030925184,-0.04100831,-0.016154984,0.057050038,-0.3720678,-1.2650492,1.3096907,-0.35098562,-1.0186995,-0.50007373
ESCA-11.0,0.05363802,-0.7978276,-0.14302334,0.16251494,0.18345685,-0.04096137,0.2653509,-0.28967854,-0.03161848,-0.14437024,0.019970803,-0.058972422,0.62831527,-0.27413806,-0.042993613,-1.4880291,0.9198744,-0.82685757,-0.31771305,-0.66704774
GBM-11.0,0.052979156,0.07510522,0.057596497,0.43116844,-0.17545474,0.07036493,0.619794,0.06351057,0.00013742922,-0.019869775,0.082129,0.21337333,0.98238903,0.05626933,-0.22836252,-0.8961981,0.99259716,-0.04612883,0.250133,-0.49042732
KICH-11.0,-0.11215012,0.12545857,-0.07010674,-0.69986576,-0.34876636,-0.1827424,0.2902579,-0.13979262,-0.14688994,-0.14281373,0.021592608,-0.06956913,-1.1011227,-0.16957213,-0.35830325,-0.6155735,0.3883325,0.2076875,-1.3126373,-0.43065527
KIRC-11.0,0.01406336,0.3758459,-0.14738399,-0.5938466,-0.33125928,-0.19226435,0.13274738,-0.13388266,-0.116598,-0.12651458,0.021592608,-0.086376674,-1.5089089,0.059880286,-0.32017058,-0.5867207,0.5076773,0.23620203,-1.4306902,-0.4582716
KIRP-11.0,0.01406336,0.3758459,-0.14738399,-0.5938466,-0.33125928,-0.19226435,0.13698353,-0.13388266,-0.116598,-0.12651458,0.021592608,-0.086376674,-1.513145,0.059880286,-0.32017058,-0.5867207,0.5076773,0.23620203,-1.4306902,-0.4582716
LAML-11.0,0.15158628,-0.2228924,-0.40030003,-0.26158395,0.09577421,-0.122442976,-0.23104428,-1.3245108,-0.098654926,-0.12026728,0.034616247,-0.061389595,-0.6588771,0.3952455,0.0796374,-0.24229446,0.3033802,0.3569328,0.11877261,-0.5286116
LGG-11.0,0.035368428,0.003018419,-0.009242404,0.29384345,-0.17979842,-0.078584574,0.55345386,0.025446635,-0.039092515,-0.024867183,0.06786281,0.21337333,-0.16335732,0.009333555,-0.25587103,-1.1696055,0.7985631,-0.10867877,0.2001373,-0.561099
LIHC-11.0,-0.12544501,-0.43129405,-0.2612578,-0.22968748,-0.16321456,0.21742935,-1.1422566,0.03652364,0.013895824,0.41383395,-0.10282743,-0.3551268,0.58741474,-0.33466843,0.60179776,-0.807281,0.02748069,0.0585248,0.29048297,-0.37299085
LUAD-11.0,-1.0713835,0.44428113,-0.21371222,-0.4890135,-0.000545742,0.070158236,-0.34454718,0.25701016,-0.020104365,-0.15266399,0.019889442,-0.05032631,0.30685386,0.016292803,-0.28829744,-0.9924168,0.6923598,-0.500617,0.26919442,-0.78336954
LUSC-11.0,-0.91279316,0.1830271,-0.4379099,-0.5614699,0.044662133,-0.060462873,-0.15745458,0.2674606,-0.0102629475,-0.138528,0.022632545,-0.0571635,0.51053196,-0.064934954,-0.255932,-0.6632978,0.7944439,-0.53227895,0.12465248,-0.91098696
OV-11.0,-0.41721806,-0.21436545,-0.32697204,0.1947633,-0.02299548,0.2707045,0.006632859,-0.097840115,-0.09409159,-0.1162547,0.04358998,-0.112227775,-0.8518125,0.1020156,-0.14964263,-0.93974024,0.35765225,0.19551115,0.3235906,-0.6942088
PAAD-11.0,-0.4311228,-0.25212666,-0.2821448,-0.63717365,-0.48121932,-0.19467066,-1.2501432,-0.22011168,-0.12974009,-0.24949713,0.041390304,-0.07093494,-0.17614886,0.34298554,-0.41299763,-0.5740256,0.65250176,0.070770875,0.027820753,-0.5275279
PRAD-11.0,-0.3505222,-0.4090775,-0.18901819,-0.075810775,-0.38856643,0.0584353,-0.30990702,-0.08277878,-0.026959617,-0.16029729,0.027569603,-0.07905358,-0.8178305,-0.34371245,0.25661013,-0.7594446,1.1139514,-0.22702426,-0.97752273,-0.5617408
SKCM-11.0,0.8591618,0.8094397,0.18596435,0.2652973,0.6027769,0.006067818,0.6503173,0.26289082,0.08877565,-0.0885191,0.09456022,-0.061102115,0.30352336,0.31312206,-0.115490824,-0.2703852,1.2564627,0.30637154,-0.59290814,-0.48311087
STAD-11.0,-0.33349767,-0.20860155,0.010374196,-0.8306395,-0.3603818,-0.25691602,0.61120695,-0.114907674,-0.017102392,-0.165506,0.030832022,-0.061507367,-0.030217633,0.06224907,-0.3210058,-1.122694,1.0359707,-0.19517559,0.3220922,-0.75242615
TGCT-11.0,0.40009922,0.93785757,-0.0036886614,0.12999342,0.44451982,0.2086531,-0.08896719,0.25412992,0.47206768,0.2239518,-0.1105469,0.057726495,1.2090809,0.07053543,-0.18008405,-0.49267283,0.58700013,0.18714625,0.009884767,-0.73409194
THYM-11.0,0.0017037075,-0.37440214,-0.27229583,0.05876589,0.3520359,-0.11349238,0.050815392,-0.3138405,-0.019513872,-0.1395274,0.030876426,-0.09034656,-1.371514,-0.2931728,-0.25379285,-0.9298615,1.4462866,-0.5291966,0.39905947,-0.5636186
UCEC-11.0,0.29001254,-0.5147187,0.45209447,0.23125267,0.39708573,0.09425749,0.826595,0.020695603,-0.0107527245,-0.1423634,0.030130181,-0.04621866,1.7142165,0.22551169,-0.13249306,-0.3800151,1.1691481,-0.6271528,0.22402531,-0.51997906
UCS-11.0,-0.05785749,-0.6149498,0.305545,0.03859039,0.22505984,-0.110923804,0.07070387,0.078815244,-0.034732565,-0.16431075,0.02351369,-0.039908826,-0.3357979,0.13214527,-0.18744957,-0.846713,0.93546396,-0.65949035,0.18131633,-0.56561613
BLCA-4.0,0.11043893,-0.0074486434,0.024938019,1.0969721,-0.24498476,-0.100174025,0.42038515,-0.046704814,0.006695944,-0.12901397,0.037946,-0.0021220427,-0.5613401,0.35427892,1.132927,0.6153055,-1.0748223,-0.27768332,-0.4875363,2.7666032
BRCA-4.0,0.45361733,-0.109249294,0.0044657686,0.4408514,0.21129756,0.15675317,0.57290953,-0.30844393,-0.03140882,-0.1428045,0.021020757,-0.006591183,0.52247113,0.24146298,0.15407342,0.6237073,-0.7742138,-0.29376858,-0.4885137,3.20342
CESC-4.0,0.06505976,-0.034557097,0.516658,0.999112,-0.3761262,-0.1719661,0.14195248,-0.089281395,0.0030113366,-0.18235762,0.02866958,0.00068061147,1.1311053,0.22760823,-0.27496365,0.5494796,-1.0821848,-0.17243443,0.1603666,3.0655577
COAD-4.0,0.8199422,-0.01819599,0.45075485,0.62101144,0.42109862,-0.12677588,0.41596335,-0.09828168,0.038869992,-0.11837492,0.05119321,-0.05598664,0.24567817,-0.3946171,0.2782097,0.599871,-0.56683606,0.53694993,0.49485803,2.780471
ESCA-4.0,0.8556838,-0.31966102,0.2424898,0.89433926,-0.3760393,-0.102077365,-0.08319704,-0.15153456,0.053743217,-0.12266702,0.04215233,-0.0626932,0.23867317,-0.33343658,0.7100743,0.60613096,-0.6989317,0.6177361,0.054656316,2.4195464
GBM-4.0,-0.04383611,-0.6201288,-0.24115582,0.18600884,-0.30016378,0.02061984,-0.80258626,0.67644495,0.14702962,0.2125593,0.016953025,-0.255999,-1.9707624,0.051168937,-0.44439635,0.29842365,-1.1143174,0.08658261,0.09192374,2.0666955
KICH-4.0,-0.3096582,-0.06005643,-0.2194247,-0.7804492,-0.44631732,-0.20469263,0.19582468,-0.16458607,-0.048335243,-0.20803618,0.04130656,-0.32464617,-1.8366212,-0.36438978,-0.43768695,0.28083938,-0.9449422,0.22845846,-0.39927277,1.0070275
KIRC-4.0,-0.3331796,0.048727732,-0.22244747,-0.7426805,-0.43423462,-0.17950153,0.18657103,-0.15990472,-0.048039157,-0.20813587,0.03952283,-0.32464617,-0.6559963,-0.536321,-0.44734266,0.31798175,-0.94885904,0.25535828,-0.41503587,1.0499618
KIRP-4.0,-0.3331796,0.07402675,-0.22244747,-0.74761873,-0.44631732,-0.17950153,0.16376907,-0.15990472,-0.048039157,-0.21221581,0.03952283,-0.32464617,-0.9715301,-0.53777015,-0.43486103,0.28083938,-0.94885904,0.22632265,-0.41503587,1.0499618
LAML-4.0,-0.49703547,-0.46347418,-0.097933486,-0.54314715,-0.07381443,-0.13187596,-0.8589023,-1.0857682,-0.062897824,-0.22809897,0.055465028,-0.18914385,-1.6216179,0.119563654,-0.37481803,0.20095873,-0.81418085,0.08535917,0.30834615,0.94667095
LGG-4.0,-0.1446571,-0.15235168,-0.20046407,0.44385165,-0.28907093,0.12801854,-0.55018353,0.79073507,0.13115935,0.28882197,0.016953025,-0.22620197,1.4011333,0.23192908,-0.3119535,0.5347274,-0.87734765,0.23734054,0.20297682,2.0616386
LIHC-4.0,0.69154733,0.076557405,0.05352466,-0.27697736,0.61184376,0.11811977,-0.2281316,0.3594806,0.04111926,0.50955176,-0.073359735,-0.08753615,-0.20484908,-0.38083467,1.15282,0.3473868,-0.35855052,0.43065232,-0.020626925,1.8106216
LUAD-4.0,0.72205406,0.068994924,-0.28579673,-0.541167,0.36923987,-0.02625173,-0.26264507,0.58953744,-0.015007403,-0.11101769,0.0007668589,-0.06686975,-3.0631099,0.25465986,-0.11526095,0.16344544,-0.48327255,-0.46302298,0.173014,1.8475176
LUSC-4.0,0.6326262,0.19785723,-0.2981783,-0.45337492,0.3813226,0.073195554,-0.19090927,0.7061581,0.0072460207,-0.10452922,0.0038491874,-0.06746807,-0.070595756,0.37130973,-0.09288734,0.29403085,-0.44488463,-0.37728477,0.53853387,2.111849
OV-4.0,0.52972496,-0.33829302,-0.19091058,0.43222073,0.27361357,0.06278977,0.24815486,-0.10444427,-0.04379949,0.99124897,0.038962148,0.13354507,0.8665641,0.17563935,-0.014860738,0.5811407,-0.8686491,0.06578596,0.8393872,2.3318577
PAAD-4.0,-0.12106332,-0.4627847,-0.22534497,-1.0468261,-0.43922877,-0.139233,-0.87701637,-0.19336194,-0.10388239,-0.28710634,0.013445031,-0.08875253,-0.90562856,0.21936764,-0.45738325,0.46092755,-0.78600806,0.008509934,-0.23647866,1.0864481
PRAD-4.0,-0.32936963,-0.21647413,-0.22197078,-0.08053773,-0.6328998,0.24288967,-0.4099328,-0.21688864,-0.04795512,-0.1914486,0.03516459,-0.060065027,0.08660237,-0.53325963,-0.072374985,0.5298329,-1.0286087,-0.39039505,-0.967102,1.6792961
SKCM-4.0,-0.7136767,0.5045232,-0.060896035,-0.48566917,-0.42481732,0.09863536,-0.6059838,-0.74749947,-0.03634488,-0.32687277,0.017075568,-0.08562327,0.8770175,0.22466624,-0.44491056,0.36547333,-1.16063,-0.06528954,-0.62053615,1.1810466
STAD-4.0,0.072584026,-0.07848333,0.37847447,0.53511524,0.9683241,0.29507783,0.43148842,0.07245759,-0.0028827619,-0.12866743,0.018841524,-0.022123992,-0.38749394,0.24991333,-0.128646,0.44401842,-0.87416327,-0.16243318,0.04861456,2.4754388
TGCT-4.0,0.6695322,0.8591594,-0.2196666,-0.050895423,0.36625364,0.23636825,-0.027548455,0.4515133,0.24638295,0.714405,0.031545673,-0.022883479,1.3088027,0.056360677,-0.20347847,0.26320124,-0.70971495,0.13769947,0.04945764,2.3398097
THYM-4.0,-0.55755275,-0.5024923,-0.17606524,0.80639094,-0.1921471,-0.23460306,-0.5925501,-0.123378515,-0.00720311,-0.26099426,0.03505843,-0.059068266,-1.272714,-0.11880909,-0.7404197,0.40208745,-1.3567616,0.43106493,-1.061395,1.9549614
UCEC-4.0,0.46759644,-0.28604075,0.2892285,0.57481074,0.13974814,0.06042148,0.3631365,0.11618126,-0.01548939,-0.13721143,0.024341663,-0.022839531,1.0916282,0.02847483,-0.12601483,0.64877546,-0.8455332,-0.19307972,0.9243407,2.6324701
UCS-4.0,0.40064296,-0.17014651,0.29026014,0.75575906,0.22530869,0.11035254,0.32342687,0.028779514,-0.0099320095,-0.11592101,0.028267408,-0.04048462,-0.069864266,0.024864316,-0.14061399,0.6066453,-0.9404606,-0.17292842,0.92040473,2.7901652
ACC-17.0,-0.08599991,-0.71876323,-0.28780878,-0.89258605,-0.31806612,-0.21950828,-0.24279262,-0.20744035,-0.04819274,-0.32859188,0.008859435,-0.088238485,1.6530868,-0.0435235,-0.455965,0.24939618,-0.49878109,-0.13011757,0.024411928,-0.20444834
BLCA-17.0,-0.023781713,-0.26284316,-0.11773529,0.5301205,-0.50125575,-0.39254254,-0.19723774,-0.20273945,-0.06102236,-0.18778314,0.035669904,-0.081543446,-0.71159625,-0.6205281,0.5032576,-0.076842085,-0.5111504,-0.7500787,0.102182604,-0.1405312
BRCA-17.0,0.38712227,-0.03591482,0.1020163,0.40503287,0.80192804,0.5253629,0.2157676,0.54452974,-0.02164128,-0.1748422,0.031966515,-0.077875,0.4856516,-0.24853843,0.31397876,0.05783506,-0.12672123,-0.043549743,1.1240075,-0.10520584
CESC-17.0,-0.36194804,-0.55673057,-0.117263004,0.6303853,-0.4328713,-0.31411195,-0.9761884,-0.1844871,-0.1240268,-0.2754901,0.012815763,-0.056143835,-1.4336188,0.1413595,-0.5440629,-0.0806074,-0.70311797,-0.8666172,0.015125072,-0.17677173
COAD-17.0,-0.13959555,-0.20434494,0.021492744,0.16663533,-0.1727812,-0.31079996,-0.49362177,-0.4233868,-0.012329645,-0.20234144,0.055247944,-0.06454848,-0.927342,0.26904774,-0.13004701,0.045712892,-0.7096163,0.42045552,-0.24010427,-0.04389185
ESCA-17.0,-0.007085877,-0.36489156,-0.00875624,0.7176297,-0.10268285,-0.19114865,0.27743852,-0.35286188,-0.03698517,-0.19110802,0.009164574,-0.07568088,0.8283564,-0.48242387,0.13713838,0.12873328,-0.75613296,-0.8862744,-0.6763349,-0.33710426
GBM-17.0,-0.443426,-0.3801142,-0.46452314,0.067847446,0.16362266,-0.20941864,-0.40952712,0.08001314,0.044198148,-0.3200367,-0.03496135,0.25655302,-0.264793,-0.025861023,-0.48549053,0.09048215,-0.7911428,-0.06441138,0.119929664,-0.5710983
KICH-17.0,0.14585428,0.7221584,0.11542415,-0.38523188,-0.19384347,-0.030015528,0.099624015,-0.11325034,-0.1122193,0.32129073,0.05629609,0.20830098,3.0217824,-0.018183723,0.15802984,0.2629018,-0.13224423,0.14244954,-0.20182781,-0.5752307
KIRC-17.0,0.21528856,0.41695854,-0.027198128,-0.5199109,-0.31340146,-0.18033771,-0.31721961,-0.14351098,-0.11102043,0.1697509,0.011249438,0.24903817,-0.051753905,-0.052405477,-0.072005995,0.043509483,-0.4179026,0.11991438,-0.17852388,-0.7223344
LAML-17.0,0.32418212,-0.3197247,-0.39148587,0.10383499,0.14244063,-0.03170116,0.34891325,0.68782604,-0.033413,-0.14582223,0.073103994,-0.05417379,0.6656441,0.6525726,1.1338814,0.27471837,-0.2132194,0.73888254,-0.48244172,-0.055431686
LGG-17.0,-0.5499575,-0.43480304,-0.39938527,0.11069076,0.14285187,-0.21315491,-0.4832061,0.089401826,0.02881621,-0.31757784,-0.03496135,0.2540718,-0.928197,-0.022006076,-0.44721457,0.003543449,-0.85930973,-0.057461057,0.13150491,-0.58292276
LIHC-17.0,-0.10566429,-0.44151497,-0.32820722,-0.12212224,-0.11029715,0.27522627,-0.8857672,-0.1722814,0.002426527,1.009019,0.041015312,-0.33472177,-0.56871146,0.07638743,0.013454672,-0.08598876,-0.54988784,0.28300604,-0.9355451,-0.1241991
LUAD-17.0,0.09400171,0.34848982,-0.53551954,-0.7608566,0.13396502,-0.1505074,0.16978064,0.2314659,-0.008972364,-0.16136006,0.0118609425,-0.04499268,-1.0679395,0.24341807,-0.25782937,0.0020256583,-0.53610057,-0.7093579,0.38271445,-1.0745952
LUSC-17.0,-0.050181434,0.25611612,-0.43551922,-0.6485879,0.069067985,-0.16183197,-0.355343,0.35921812,-0.04354264,-0.16239193,-0.016615747,-0.09426571,-0.69270784,0.37555408,-0.29991442,-0.027078472,-0.5753729,-0.8971568,0.26456863,-0.7905409
OV-17.0,-0.21033596,-0.0382437,-0.2401902,0.34742355,0.5073141,0.3159718,-0.087058626,0.013007179,0.008000236,1.5850658,0.0575241,0.20154174,-0.1216106,0.1423849,0.23188344,-0.041931298,-0.10199882,0.720439,0.6710784,-0.058171477
PAAD-17.0,-0.76802814,-0.5213043,-0.1839127,-0.9115776,-0.23434286,-0.24357967,0.11118726,-0.18724433,0.008777372,-0.17891632,0.009195256,-0.135275,1.1802697,-0.1932815,0.15275958,0.068090566,-0.57901573,0.059748814,0.5260488,-0.42176688
PRAD-17.0,-0.07856075,-0.23608835,-0.06788785,-0.017611682,-0.31976518,0.20108938,-0.2481947,-0.15593638,-0.02845274,-0.21688806,-0.0020715958,-0.057642013,0.6958158,-0.17683148,0.20904645,0.30159146,-0.82016546,-0.73493105,-1.2580838,-0.25307146
SKCM-17.0,0.18727669,0.5019277,0.08663405,-0.034631275,0.08941527,0.0703942,-1.4092505,0.38615432,-0.10737521,-0.2275571,0.068380795,-0.049758937,-0.3299414,0.17844124,-0.5608715,-0.044813868,-0.34013706,0.21073966,-0.8864117,-0.70868474
STAD-17.0,0.0061166286,-0.6451222,-0.04904049,-0.65249556,-0.38866395,-0.17186502,-0.24054496,-0.13349527,-0.028522825,-0.22771932,0.0053719855,-0.06854183,1.2341086,-0.010841908,-0.24173231,0.17277285,-0.84494096,-0.71061236,0.034034327,-0.19318521
TGCT-17.0,0.21016972,0.2821601,-0.43735424,-0.22728986,0.038567465,-0.30234712,-1.0493997,0.17290372,0.22749515,0.34483683,-0.10675609,0.12408539,-1.42701,0.038108934,-0.44613683,-0.13286066,-0.17007047,0.36281255,0.06133668,-1.1575048
THYM-17.0,0.14726771,-0.12070178,0.10512795,0.35756636,-0.12038202,-0.3863973,-0.18797392,-0.40043533,-0.030025925,-0.21837397,0.020070586,-0.05858007,0.3752246,-0.5161207,-0.4872055,0.14849861,-0.80275965,-0.55919,-1.5413301,-0.12616839
UCEC-17.0,0.44316992,-0.21002908,0.03849612,0.5958529,0.47751305,0.49120983,0.099303715,0.030827394,-0.014295163,-0.17921488,0.02705045,-0.03045393,1.585197,0.109562896,0.2694688,0.13357523,-0.08344514,0.05411544,-0.58130735,-0.14728788
UCS-17.0,-0.063159876,-0.3116334,-0.042771213,0.45518106,0.4519204,0.35122356,0.0284016,0.0029861638,-0.01237434,-0.17838703,0.02705045,-0.048267882,-1.0155555,-0.078256086,0.08933014,-0.07592182,-0.20562914,-0.04840571,-0.4969393,-0.2044588
ACC-2.0,0.033052646,-0.6121403,-0.45012075,-0.6716182,-0.33768728,-0.24692409,-1.1341069,-0.11351385,-0.096832104,-0.28260675,0.010417245,-0.15597552,-1.9523866,-0.05306845,-0.5812972,0.118104905,-1.8798779,0.055217,-0.11961259,-0.7313101
BLCA-2.0,0.033373233,0.06204335,-0.08036287,0.2442103,-0.31638807,-0.23312193,-0.40684226,-0.107905656,-0.004615949,-0.17622156,0.034270328,-0.07760807,-0.21223395,0.29120177,1.1842531,0.16462769,-2.2691927,-0.49750084,-0.5071119,-0.6442569
BRCA-2.0,0.09529644,-0.48153442,-0.0054048575,-0.11886465,0.39514413,0.32727927,0.60032326,0.29931477,-0.007818464,-0.1573317,0.021389969,-0.07015341,-1.4652318,-0.09080419,-0.09083467,0.09695798,-2.2701876,-0.3315706,0.35181454,-0.7880918
CESC-2.0,-0.09970532,-0.53080404,-0.12597308,0.40278402,-0.418737,-0.23226118,0.1729151,-0.112187974,-0.039877135,-0.23393476,0.008280121,-0.08852642,-0.49942902,0.05725622,-0.4616015,0.028831942,-2.3231957,-0.7728389,-0.11523056,-0.95684165
COAD-2.0,-0.12304787,-0.15452726,-0.10756856,-0.057973392,-0.15587546,-0.23731333,0.15717214,-0.51714194,-0.04297285,-0.20064361,0.012655854,-0.07614521,-0.38356352,0.23009132,-0.31644255,0.040539496,-2.0659754,-0.7252958,0.08129366,-0.6982926
ESCA-2.0,-0.3730924,-0.41493067,-0.13574506,0.45970994,0.024052346,-0.14213374,0.26777294,-0.30331913,-0.07624368,-0.20482364,0.007245231,-0.06765804,0.38489696,0.2272806,-0.5828574,0.13504362,-2.0895479,-1.1020676,-0.870534,-0.81806356
GBM-2.0,0.18271068,-0.24791837,-0.36816075,0.06809504,0.028627587,-0.016636273,-0.5044896,0.21172164,-0.021682791,-0.035959348,-0.050895117,-0.11817064,-1.7833494,-0.013074826,-0.51344097,0.11857562,-2.236233,0.3888752,-0.010000244,-0.93655974
KICH-2.0,0.096077375,0.92784697,0.008051162,0.19115087,-0.13909568,-0.17366181,-0.21516928,-0.16005883,-0.035728257,0.9842936,0.06489691,-0.07367754,1.4136242,0.005668819,0.42154437,0.1833025,-0.888258,0.280801,1.1041356,-0.41293627
KIRP-2.0,-0.2408147,0.15338239,0.01828975,-0.050334044,-0.2213254,-0.23077741,-0.021887287,-0.22158843,-0.048482206,0.9941406,0.019995179,-0.06484843,-2.3547149,-0.27765918,0.23685876,-0.1185102,-0.46837395,0.2741776,0.4766894,-0.24937625
LAML-2.0,0.031198174,-0.63058496,-0.022813624,0.120589465,0.075816505,-0.2055222,-0.8448755,-0.96038723,-0.056463785,-0.21616457,0.042589057,-0.09635175,-1.8355672,0.33076197,-0.06586468,0.19639042,-1.2208757,0.29482487,-0.86847895,-0.66885775
LGG-2.0,0.17091452,-0.11083834,-0.47122788,0.09751123,-0.033885397,-0.03584297,-0.64659584,0.21459095,-0.042718105,-0.035959348,-0.050895117,-0.11817064,-0.39664415,-0.035444614,-0.56770223,0.08151029,-2.2015772,0.44297093,0.02274629,-0.9866219
LIHC-2.0,0.08317426,-0.39300716,-0.10775432,-0.045456924,0.025469262,0.3150846,-0.9254365,0.137605,-0.046818487,0.9980649,-0.10939923,-0.18685316,-1.496052,-0.41566497,-0.72078174,0.003705278,-1.4154303,0.24591903,-0.86532354,-0.38053462
LUAD-2.0,0.19439502,0.22452553,-0.40321714,-0.8325195,0.10207747,-0.054302152,0.049992654,0.1930955,0.00585336,-0.16305812,0.010768016,-0.08382387,-0.6565936,0.31788263,-0.24147734,0.084052674,-1.7367747,-0.46251646,0.34796852,-0.90923584
LUSC-2.0,0.09899287,0.36731574,-0.32431066,-0.7675224,0.09963979,-0.07491361,-0.02344235,0.1509968,-0.013322558,-0.1588955,-0.020024713,-0.08382387,-1.1954701,0.35391214,-0.29265165,-0.013282916,-1.5782547,-0.5447564,0.032751583,-0.77751976
OV-2.0,-0.14580955,-0.3178611,-0.5396325,-0.14215899,0.13323748,0.00932337,-1.2271936,-0.14646024,-0.1166261,0.2723468,0.00797072,-0.07918321,-0.093461335,0.12848592,0.120377064,-0.056660354,-1.8212053,-0.047007784,0.6873496,-0.86444616
PAAD-2.0,-0.28643116,-0.26325706,-0.15603366,-0.7381101,-0.2231076,-0.08837348,-0.8166935,-0.2105147,-0.16173616,-0.29157743,0.019139454,-0.0907459,0.2639157,0.3650404,-0.4489085,0.04669641,-1.3977855,0.40077442,-0.17971867,-0.5608551
PRAD-2.0,-0.12378806,-0.06832764,-0.3298024,-0.04963448,-0.4173657,0.2950003,0.018392365,-0.038510192,-0.04009785,-0.19306812,0.031359125,-0.08482493,0.13799632,-0.46199143,-0.050906744,0.2599453,-1.7896318,-0.7685393,-1.2799461,-0.8664175
SKCM-2.0,-0.3213789,0.31408,-0.10493381,-0.026204394,0.17564209,0.06283398,0.24368948,-0.3220192,0.04832853,-0.16108818,0.013607353,-0.09036786,-0.86792535,0.07829785,-0.3826919,0.06523865,-1.4909859,0.06331676,0.39925414,-0.86742514
STAD-2.0,-0.19486904,-0.13858321,-0.06580531,-0.93325895,-0.5031673,-0.2319357,-0.3166555,-0.20614533,-0.024259413,-0.22077897,0.013627195,-0.10357971,0.7822362,0.070052326,-0.386496,0.1822298,-1.9677026,-0.975613,0.027387822,-0.8531987
TGCT-2.0,-0.12433569,0.66321135,-0.21625656,0.2500989,0.07284681,-0.2823765,-0.87718123,0.3623546,0.13150431,0.12970132,0.021206576,-0.040629964,-0.39726105,-0.051074542,-0.3895005,0.12859796,-1.8414485,0.24784456,-0.30740902,-1.0391777
THYM-2.0,0.15967982,-0.396468,-0.054571938,0.107903734,0.08488021,-0.28058317,-0.33777153,-0.3834186,-0.026857954,-0.23768653,0.015369539,-0.10503137,0.71702987,-0.23829983,-0.23644738,0.14651065,-1.8243304,-0.8007395,1.0441806,-0.861132
UCS-2.0,-0.06385606,-0.19233629,0.025480125,0.47786108,0.14952391,0.41407302,0.12045742,-0.09307693,-0.046651736,-0.16503114,0.024730012,-0.10758737,-0.7310154,-0.24639678,-0.3681339,0.027724078,-1.820459,-0.66765344,-0.94307005,-0.75224674
