Instance,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Essentiality score (CRISPR),RNAi essentiality score,Fetus development,Childhood development,Young development,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,CRISPR essential gene density,Essential gene density (Nichols),Normal tissue expression,TCGA expression
THYM-3p,-0.033435363415177964,0.04463389450273357,0.16372406407592935,0.203595440821891,0.5733011380906075,0.20346092522377093,0.20556232099979665,0.012120287865246533,0.005185914737965697,-0.05672700632507914,-0.04435264544927738,0.011447925227870295,-0.00792783332944566,0.21105699917481716,-0.3974430707930893,0.1653399078897752,-0.054123675159978256,0.05442860843891934,-0.08507092292748739,0.042473488991993255
UCEC-3p,0.08447981892261179,0.13866067009550256,0.05681087299478962,-0.018345620846765345,-0.1466972165590984,0.11495187983250435,-0.017716500744031586,0.011903350715077948,-0.024896284432767844,-0.04940854873541775,-0.04773324661439345,0.011447925227870295,0.0025888211245862925,0.24961548451496365,-0.7706541176577905,-0.008560168657212291,-0.0531682226411228,-0.05178735550971993,0.08202085459033347,-0.0526206085215268
UCS-3p,0.08509672668885464,0.13866067009550256,0.05681087299478962,-0.018345620846765345,-0.16024201730162804,0.11639270194912493,-0.01773890774259024,0.011903350715077948,-0.02487656790095669,-0.05736221716016098,-0.04773324661439345,0.011447925227870295,-0.0010694108262634461,0.24961548451496365,-0.7275326925492261,-0.008103015496821736,-0.0531682226411228,-0.05133020234932938,0.08273549869688272,-0.03117528532585365
ACC-7q,-0.07311973764471992,-0.05199753746954486,-0.010180300231504427,-0.06777074378564431,-0.01704335762255922,-0.27214230915676774,-0.03608306512399926,0.0012978697789000917,-0.014995333798363134,-0.047632368648245556,-0.011393619314684805,0.019040792088379634,-0.00020089659584480486,-0.2229483588657084,-0.8053700794858195,0.06155987778376366,0.00875872508787604,-0.03520946380061574,-0.06808181953138491,-0.17109293888949015
BLCA-7q,0.00586070943550716,0.0037356357614611977,0.059636678748775304,-0.07005784835637209,0.011803702837674176,0.014226788565451478,-0.01275889600435436,0.0007738887221869586,-0.0075816400675080935,0.21311104565566932,-0.027701079860960043,0.015707554103739217,0.0025879964499331562,-0.35533852357348283,-0.9498963002055072,0.07265084977339076,-0.023057077184057185,-0.08806921226999627,0.0365101535908872,-0.030711602514698132
BRCA-7q,-0.03330183817584446,0.03574265513764305,0.0878537564564341,-0.03454784747680981,0.11723259378690067,0.18386451474470428,-0.034591494424090936,0.002998725368829592,-0.007675133578803841,0.025818558642791235,-0.026734228362751085,0.015077097678113263,-0.0009946976307015742,-0.3873076956739762,-0.9925409154058471,0.004665662393657551,-0.07755823877704528,-0.09390108192153919,0.03061061806872704,0.0072981928322238595
CESC-7q,0.0024151098539230997,0.03283439387288285,0.061065402143941565,-0.058983482600085756,-0.007558071003826657,-0.25426162569063127,-0.026892803997674103,0.0007349233156907146,-0.011771665064427568,-0.05359118837233558,-0.03889916530959551,0.012211369964077429,-0.0005859792578362634,-0.22205070302419422,-0.8654881582272753,-0.07748233335119233,0.019489490299452916,-0.047980585609330224,0.007147782915255905,0.09341816411444102
COAD-7q,-0.05389212838149474,-0.014459506237699272,0.015983173253658348,-0.07338992581234328,0.006150455541985432,0.20731034774805032,-0.010710027452040837,0.00379636920071135,0.00480120747427395,-0.018458765153576348,-0.03866160547575353,0.013962637881365593,0.0025879964499331562,-0.2149724661969624,-0.7853004457759386,-0.07199392578086818,0.028509709277021657,-0.058952073441641446,-0.06694516971033132,-0.10764351295447187
ESCA-7q,0.002946643222011875,0.041053392127989814,0.06279201145961576,-0.01193326429421217,0.034439235683986054,0.04057829812045185,-0.012800389886709285,0.005226333670873953,-0.010660868506160957,-0.06288537967035594,-0.0341052566805739,0.015077097678113263,0.0025879964499331562,-0.2718005985232605,-0.8341674967740924,-0.034979926436231025,-0.061303392602966945,-0.032101090953613645,0.0031599357252052136,-0.027897203563789382
GBM-7q,-0.06624642260337603,-0.016979049876173685,-0.021496903476428637,-0.0022098604475593404,0.02158890440985257,-0.2760434118750531,0.1050694317632005,0.009803735678747288,-0.012228248143604941,-0.04620811666175351,-0.02973123260864743,0.02036091146723756,0.00018913079931202862,-0.24857257028477972,-0.8515208553877621,0.06471928817616251,0.008533912730498286,-0.01370230393145047,-0.06926285393432367,-0.022925003355459227
KICH-7q,-0.06769314851613366,-0.04927249095033567,-0.0570315073001256,-0.07726479964411821,-0.005920003800986843,0.07087936536325812,-0.021783990327620715,0.013695026720355543,0.021348177231104035,-0.03977620172507588,0.017699639654045654,-0.024893731990829553,0.0025879964499331562,-0.40221750365913556,-0.7335719258012866,-0.014071813165824537,0.13851843830232477,-0.02361874448501477,-0.04303054749829611,-0.11869378115659686
KIRC-7q,-0.06769314851613366,-0.04927249095033567,-0.0570315073001256,-0.07726479964411821,-0.005920003800986843,0.07087936536325812,-0.021783990327620715,0.013695026720355543,0.021348177231104035,-0.03977620172507588,0.017699639654045654,-0.024893731990829553,0.0025879964499331562,-0.40221750365913556,-0.7335719258012866,-0.014071813165824537,0.13851843830232477,-0.02361874448501477,-0.04303054749829611,-0.11869378115659686
KIRP-7q,-0.06707624074989083,-0.04817704379645313,-0.0570315073001256,-0.07434448411614525,0.00302289739137337,0.07500332091299929,-0.028178227895607203,0.013695026720355543,0.026976810598809846,-0.045888190583968064,0.023458226088124395,-0.03189512822116093,0.0025879964499331562,-0.40221750365913556,-0.8033143132619015,-0.010789971884833341,0.13851843830232477,-0.023514677339699294,-0.03120237951059986,0.01726147357247188
LAML-7q,0.05506539971331179,-0.32944876055547967,0.09077853877462662,0.5571750938136552,-0.018034337400849216,-0.23786726611177608,0.09857660885651161,0.0021713387164464188,-0.0228012191451815,-0.055541817469152,-0.02897984022904768,0.01735027785457239,-0.0067074376694175285,-0.2709389300947244,-0.21322971568513155,0.07377784453161966,0.12428357222409361,0.0663275518394821,-0.0076618618110816045,0.10727681065745423
LGG-7q,-0.06624642260337603,-0.016979049876173685,-0.021496903476428637,-0.0022098604475593404,0.02158890440985257,-0.2760434118750531,0.1050694317632005,0.009803735678747288,-0.012228248143604941,-0.04620811666175351,-0.02973123260864743,0.02036091146723756,0.00018913079931202862,-0.24857257028477972,-0.8515208553877621,0.061894600055561876,0.008533912730498286,-0.013349217916375387,-0.06926285393432367,-0.020453401249933664
LIHC-7q,-0.11184079130109238,-0.1209272368786562,-0.044972113232438125,-0.016353200368851482,0.11839908284129168,-0.22360969711730352,-0.02930115742494769,-0.0038817795089425675,-0.013258547172162903,-0.09090287619738932,0.13049879017427637,0.02313587239762096,0.011196212009697606,-0.2575678675583949,-0.9328469516604098,0.10873173639049515,-0.02949647637250605,-0.03458321315619408,-0.0483690270422428,0.025025590179699162
LUAD-7q,-0.06837635182103145,-0.016097685978477206,-0.0646330788175684,0.08740457669588628,0.033205186461084585,0.06960705535208651,0.10447478655148125,-0.00029503251001707797,-0.009303966164253993,0.18415885116749925,-0.011736040052987187,0.020536416821921904,-0.0009358197810595815,-0.2027007294319529,-0.7085633048569023,-0.02905593938119874,-0.07753509632731376,-0.016957546460637036,0.0425245593180407,0.046467544663576936
LUSC-7q,-0.0689932595872743,-0.017529356572546197,-0.0646330788175684,0.09258503837104846,0.022383258087791433,0.0682993103761654,0.09937074460588363,-0.00029503251001707797,-0.009183459775167773,0.09318307903379525,-0.012787482260362927,0.019216297443063978,0.0027224121697901576,-0.2027007294319529,-0.7031253220579842,-0.03233778066218994,-0.07753509632731376,-0.017061613605952507,0.03068062602012341,-0.17558844093084897
OV-7q,0.08037383869956705,-0.057854814688536954,0.052184572124239485,-0.02766474324420641,0.13486447013353825,-0.2260728232295063,-0.11380743230002538,-0.2172634508787278,-0.01610915257863042,-0.04885261696118172,-0.03411214557048196,0.020742076404032164,0.003165311198703919,-0.17736432759790588,-0.9792077836557463,-0.014410327965621233,0.018664094510559684,-0.10180863058077762,-0.08586179330081793,-0.07915507575240067
PAAD-7q,-0.12441286729992142,-0.04125095504353929,-0.04614567121059233,-0.06485042825767133,0.008191844647095922,-0.35955396773541215,-0.021157141521853128,0.0036609236408279007,-0.012892674250246303,-0.05003955528826365,-0.011393619314684805,0.02036091146723756,-0.00020089659584480486,-0.22303938217035052,-0.8903633607386373,0.07490854319290001,0.00875872508787604,-0.004655146930022703,-0.006842500430936502,-0.00436766143133249
PRAD-7q,-0.061977046548917315,0.0009404349122953528,0.09183570851911026,-0.03529076698961238,0.10318653738579105,0.08155411643887088,-0.048970122354190126,0.0014333153387835408,-0.32021866933345844,0.07136868589984682,-0.03298837300602626,0.01574498974712182,0.00210782749598969,-0.5141557424513883,-1.0273199069142835,-0.0629843125971757,0.16935335478755636,-0.1083950798304117,-0.045761639799533065,-0.02201248210445288
SKCM-7q,-0.13711775337858872,-0.0638234190784235,-0.0454551208787907,-0.05196844966404607,0.34885163734812874,-0.28224877425693035,-0.002080033412511267,0.0036609236408279007,0.005095709692659813,-0.052947990347051443,-0.011644114557871208,0.02036091146723756,-0.003859128546694544,-0.2225037254782264,-0.8900702146662495,0.04332344791744763,0.021556395427457402,0.10636131642057477,-0.02881770244015282,0.010494690528674576
